label,source_report,source_section,trade_date,symbol,venue_or_market_center,participant_type_code,participant_identifier,side,earliest_order_received_time,latest_order_received_time,order_count,total_order_quantity,activity_description,matched_negative_group_id,session_bucket,source_row_id
independent_broad_normal_order_lifecycle_control,Nasdaq ITCH historical sample S010303-v2.zip,S010303-v2.txt; first 250000 parsed messages; order reference 167,2003-01-03,SHY,NASDAQ ITCH historical sample,public_exchange_order_lifecycle_feed,nasdaq_itch_order_ref_167,sell,25260431 raw_itch_timestamp,34191748 raw_itch_timestamp,2,4000,"Independent exchange-feed background order lifecycle: add order side=S quantity=4000 price=822900Y followed by cancel; executed_qty=0; canceled_qty=4000. This is broad normal-market order-lifecycle control evidence only, not a positive spoofing/layering row and not a profitability signal.",broad_normal_nasdaq_itch_s010303_167,historical_nasdaq_itch_background,nasdaq_itch_s010303_order_167
independent_broad_normal_order_lifecycle_control,Nasdaq ITCH historical sample S010303-v2.zip,S010303-v2.txt; first 250000 parsed messages; order reference 168,2003-01-03,TLT,NASDAQ ITCH historical sample,public_exchange_order_lifecycle_feed,nasdaq_itch_order_ref_168,sell,25260432 raw_itch_timestamp,34191706 raw_itch_timestamp,2,4000,"Independent exchange-feed background order lifecycle: add order side=S quantity=4000 price=869500Y followed by cancel; executed_qty=0; canceled_qty=4000. This is broad normal-market order-lifecycle control evidence only, not a positive spoofing/layering row and not a profitability signal.",broad_normal_nasdaq_itch_s010303_168,historical_nasdaq_itch_background,nasdaq_itch_s010303_order_168
independent_broad_normal_order_lifecycle_control,Nasdaq ITCH historical sample S010303-v2.zip,S010303-v2.txt; first 250000 parsed messages; order reference 175,2003-01-03,MRM,NASDAQ ITCH historical sample,public_exchange_order_lifecycle_feed,nasdaq_itch_order_ref_175,buy,25260680 raw_itch_timestamp,34476609 raw_itch_timestamp,2,50,"Independent exchange-feed background order lifecycle: add order side=B quantity=50 price=45100Y followed by cancel; executed_qty=0; canceled_qty=50. This is broad normal-market order-lifecycle control evidence only, not a positive spoofing/layering row and not a profitability signal.",broad_normal_nasdaq_itch_s010303_175,historical_nasdaq_itch_background,nasdaq_itch_s010303_order_175
independent_broad_normal_order_lifecycle_control,Nasdaq ITCH historical sample S010303-v2.zip,S010303-v2.txt; first 250000 parsed messages; order reference 176,2003-01-03,PMTC,NASDAQ ITCH historical sample,public_exchange_order_lifecycle_feed,nasdaq_itch_order_ref_176,buy,25260682 raw_itch_timestamp,30447165 raw_itch_timestamp,2,100,"Independent exchange-feed background order lifecycle: add order side=B quantity=100 price=17800Y followed by cancel; executed_qty=0; canceled_qty=100. This is broad normal-market order-lifecycle control evidence only, not a positive spoofing/layering row and not a profitability signal.",broad_normal_nasdaq_itch_s010303_176,historical_nasdaq_itch_background,nasdaq_itch_s010303_order_176
independent_broad_normal_order_lifecycle_control,Nasdaq ITCH historical sample S010303-v2.zip,S010303-v2.txt; first 250000 parsed messages; order reference 179,2003-01-03,PMTC,NASDAQ ITCH historical sample,public_exchange_order_lifecycle_feed,nasdaq_itch_order_ref_179,sell,25260687 raw_itch_timestamp,30435682 raw_itch_timestamp,2,2900,"Independent exchange-feed background order lifecycle: add order side=S quantity=2900 price=26700Y followed by cancel; executed_qty=0; canceled_qty=2900. This is broad normal-market order-lifecycle control evidence only, not a positive spoofing/layering row and not a profitability signal.",broad_normal_nasdaq_itch_s010303_179,historical_nasdaq_itch_background,nasdaq_itch_s010303_order_179
independent_broad_normal_order_lifecycle_control,Nasdaq ITCH historical sample S010303-v2.zip,S010303-v2.txt; first 250000 parsed messages; order reference 181,2003-01-03,MSFT,NASDAQ ITCH historical sample,public_exchange_order_lifecycle_feed,nasdaq_itch_order_ref_181,sell,25260690 raw_itch_timestamp,26605510 raw_itch_timestamp,2,400,"Independent exchange-feed background order lifecycle: add order side=S quantity=400 price=538100Y followed by execute; executed_qty=199; canceled_qty=0. This is broad normal-market order-lifecycle control evidence only, not a positive spoofing/layering row and not a profitability signal.",broad_normal_nasdaq_itch_s010303_181,historical_nasdaq_itch_background,nasdaq_itch_s010303_order_181
independent_broad_normal_order_lifecycle_control,Nasdaq ITCH historical sample S010303-v2.zip,S010303-v2.txt; first 250000 parsed messages; order reference 190,2003-01-03,MDY,NASDAQ ITCH historical sample,public_exchange_order_lifecycle_feed,nasdaq_itch_order_ref_190,buy,25260710 raw_itch_timestamp,27721379 raw_itch_timestamp,2,5000,"Independent exchange-feed background order lifecycle: add order side=B quantity=5000 price=803000Y followed by cancel; executed_qty=0; canceled_qty=5000. This is broad normal-market order-lifecycle control evidence only, not a positive spoofing/layering row and not a profitability signal.",broad_normal_nasdaq_itch_s010303_190,historical_nasdaq_itch_background,nasdaq_itch_s010303_order_190
independent_broad_normal_order_lifecycle_control,Nasdaq ITCH historical sample S010303-v2.zip,S010303-v2.txt; first 250000 parsed messages; order reference 191,2003-01-03,OIH,NASDAQ ITCH historical sample,public_exchange_order_lifecycle_feed,nasdaq_itch_order_ref_191,buy,25260712 raw_itch_timestamp,29649900 raw_itch_timestamp,2,5000,"Independent exchange-feed background order lifecycle: add order side=B quantity=5000 price=584000Y followed by cancel; executed_qty=0; canceled_qty=5000. This is broad normal-market order-lifecycle control evidence only, not a positive spoofing/layering row and not a profitability signal.",broad_normal_nasdaq_itch_s010303_191,historical_nasdaq_itch_background,nasdaq_itch_s010303_order_191
independent_broad_normal_order_lifecycle_control,Nasdaq ITCH historical sample S010303-v2.zip,S010303-v2.txt; first 250000 parsed messages; order reference 192,2003-01-03,PPH,NASDAQ ITCH historical sample,public_exchange_order_lifecycle_feed,nasdaq_itch_order_ref_192,buy,25260714 raw_itch_timestamp,34192341 raw_itch_timestamp,2,5000,"Independent exchange-feed background order lifecycle: add order side=B quantity=5000 price=754000Y followed by cancel; executed_qty=0; canceled_qty=5000. This is broad normal-market order-lifecycle control evidence only, not a positive spoofing/layering row and not a profitability signal.",broad_normal_nasdaq_itch_s010303_192,historical_nasdaq_itch_background,nasdaq_itch_s010303_order_192
independent_broad_normal_order_lifecycle_control,Nasdaq ITCH historical sample S010303-v2.zip,S010303-v2.txt; first 250000 parsed messages; order reference 193,2003-01-03,MDY,NASDAQ ITCH historical sample,public_exchange_order_lifecycle_feed,nasdaq_itch_order_ref_193,sell,25260716 raw_itch_timestamp,27743938 raw_itch_timestamp,2,5000,"Independent exchange-feed background order lifecycle: add order side=S quantity=5000 price=821900Y followed by cancel; executed_qty=0; canceled_qty=5000. This is broad normal-market order-lifecycle control evidence only, not a positive spoofing/layering row and not a profitability signal.",broad_normal_nasdaq_itch_s010303_193,historical_nasdaq_itch_background,nasdaq_itch_s010303_order_193
independent_broad_normal_order_lifecycle_control,Nasdaq ITCH historical sample S010303-v2.zip,S010303-v2.txt; first 250000 parsed messages; order reference 194,2003-01-03,OIH,NASDAQ ITCH historical sample,public_exchange_order_lifecycle_feed,nasdaq_itch_order_ref_194,sell,25260717 raw_itch_timestamp,30888855 raw_itch_timestamp,2,5000,"Independent exchange-feed background order lifecycle: add order side=S quantity=5000 price=608000Y followed by cancel; executed_qty=0; canceled_qty=5000. This is broad normal-market order-lifecycle control evidence only, not a positive spoofing/layering row and not a profitability signal.",broad_normal_nasdaq_itch_s010303_194,historical_nasdaq_itch_background,nasdaq_itch_s010303_order_194
independent_broad_normal_order_lifecycle_control,Nasdaq ITCH historical sample S010303-v2.zip,S010303-v2.txt; first 250000 parsed messages; order reference 196,2003-01-03,PPH,NASDAQ ITCH historical sample,public_exchange_order_lifecycle_feed,nasdaq_itch_order_ref_196,sell,25260719 raw_itch_timestamp,34191829 raw_itch_timestamp,2,5000,"Independent exchange-feed background order lifecycle: add order side=S quantity=5000 price=778000Y followed by cancel; executed_qty=0; canceled_qty=5000. This is broad normal-market order-lifecycle control evidence only, not a positive spoofing/layering row and not a profitability signal.",broad_normal_nasdaq_itch_s010303_196,historical_nasdaq_itch_background,nasdaq_itch_s010303_order_196
independent_broad_normal_order_lifecycle_control,Nasdaq ITCH historical sample S010303-v2.zip,S010303-v2.txt; first 250000 parsed messages; order reference 197,2003-01-03,MSFT,NASDAQ ITCH historical sample,public_exchange_order_lifecycle_feed,nasdaq_itch_order_ref_197,buy,25260721 raw_itch_timestamp,25270485 raw_itch_timestamp,2,200,"Independent exchange-feed background order lifecycle: add order side=B quantity=200 price=50000Y followed by cancel; executed_qty=0; canceled_qty=200. This is broad normal-market order-lifecycle control evidence only, not a positive spoofing/layering row and not a profitability signal.",broad_normal_nasdaq_itch_s010303_197,historical_nasdaq_itch_background,nasdaq_itch_s010303_order_197
independent_broad_normal_order_lifecycle_control,Nasdaq ITCH historical sample S010303-v2.zip,S010303-v2.txt; first 250000 parsed messages; order reference 198,2003-01-03,ORCL,NASDAQ ITCH historical sample,public_exchange_order_lifecycle_feed,nasdaq_itch_order_ref_198,buy,25260722 raw_itch_timestamp,25771048 raw_itch_timestamp,2,500,"Independent exchange-feed background order lifecycle: add order side=B quantity=500 price=110100Y followed by cancel; executed_qty=0; canceled_qty=500. This is broad normal-market order-lifecycle control evidence only, not a positive spoofing/layering row and not a profitability signal.",broad_normal_nasdaq_itch_s010303_198,historical_nasdaq_itch_background,nasdaq_itch_s010303_order_198
independent_broad_normal_order_lifecycle_control,Nasdaq ITCH historical sample S010303-v2.zip,S010303-v2.txt; first 250000 parsed messages; order reference 199,2003-01-03,ORCL,NASDAQ ITCH historical sample,public_exchange_order_lifecycle_feed,nasdaq_itch_order_ref_199,sell,25260723 raw_itch_timestamp,25832027 raw_itch_timestamp,2,500,"Independent exchange-feed background order lifecycle: add order side=S quantity=500 price=118100Y followed by cancel; executed_qty=0; canceled_qty=500. This is broad normal-market order-lifecycle control evidence only, not a positive spoofing/layering row and not a profitability signal.",broad_normal_nasdaq_itch_s010303_199,historical_nasdaq_itch_background,nasdaq_itch_s010303_order_199
independent_broad_normal_order_lifecycle_control,Nasdaq ITCH historical sample S010303-v2.zip,S010303-v2.txt; first 250000 parsed messages; order reference 209,2003-01-03,IWM,NASDAQ ITCH historical sample,public_exchange_order_lifecycle_feed,nasdaq_itch_order_ref_209,buy,25260903 raw_itch_timestamp,27726139 raw_itch_timestamp,2,5000,"Independent exchange-feed background order lifecycle: add order side=B quantity=5000 price=770500Y followed by cancel; executed_qty=0; canceled_qty=5000. This is broad normal-market order-lifecycle control evidence only, not a positive spoofing/layering row and not a profitability signal.",broad_normal_nasdaq_itch_s010303_209,historical_nasdaq_itch_background,nasdaq_itch_s010303_order_209
independent_broad_normal_order_lifecycle_control,Nasdaq ITCH historical sample S010303-v2.zip,S010303-v2.txt; first 250000 parsed messages; order reference 210,2003-01-03,HHH,NASDAQ ITCH historical sample,public_exchange_order_lifecycle_feed,nasdaq_itch_order_ref_210,buy,25260904 raw_itch_timestamp,34192381 raw_itch_timestamp,2,10000,"Independent exchange-feed background order lifecycle: add order side=B quantity=10000 price=250000Y followed by cancel; executed_qty=0; canceled_qty=10000. This is broad normal-market order-lifecycle control evidence only, not a positive spoofing/layering row and not a profitability signal.",broad_normal_nasdaq_itch_s010303_210,historical_nasdaq_itch_background,nasdaq_itch_s010303_order_210
independent_broad_normal_order_lifecycle_control,Nasdaq ITCH historical sample S010303-v2.zip,S010303-v2.txt; first 250000 parsed messages; order reference 211,2003-01-03,IEF,NASDAQ ITCH historical sample,public_exchange_order_lifecycle_feed,nasdaq_itch_order_ref_211,buy,25260906 raw_itch_timestamp,34192028 raw_itch_timestamp,2,4000,"Independent exchange-feed background order lifecycle: add order side=B quantity=4000 price=840000Y followed by cancel; executed_qty=0; canceled_qty=4000. This is broad normal-market order-lifecycle control evidence only, not a positive spoofing/layering row and not a profitability signal.",broad_normal_nasdaq_itch_s010303_211,historical_nasdaq_itch_background,nasdaq_itch_s010303_order_211
independent_broad_normal_order_lifecycle_control,Nasdaq ITCH historical sample S010303-v2.zip,S010303-v2.txt; first 250000 parsed messages; order reference 212,2003-01-03,LQD,NASDAQ ITCH historical sample,public_exchange_order_lifecycle_feed,nasdaq_itch_order_ref_212,buy,25260907 raw_itch_timestamp,34191986 raw_itch_timestamp,2,3000,"Independent exchange-feed background order lifecycle: add order side=B quantity=3000 price=1065000Y followed by cancel; executed_qty=0; canceled_qty=3000. This is broad normal-market order-lifecycle control evidence only, not a positive spoofing/layering row and not a profitability signal.",broad_normal_nasdaq_itch_s010303_212,historical_nasdaq_itch_background,nasdaq_itch_s010303_order_212
