schema_version,run_id,recipe_id,variant_id,parent_regime_root,regime_profit_branch_path,open_time,close_time,hold_hours,direction,pnl,gross_reference,realized_outcome,entry_btc_close,crypto_breadth,equity_breadth,cross_breadth,btc_vol24,btc_dd24,btc_eth_spread_z,year,row_index
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-06-25T13:00:00Z,2025-06-26T01:00:00Z,12,long_btc,-0.00619531101789874,-0.00499531101789874,loss,107923.21,0.6,1.0,0.75,0.009602987201678622,-0.0,1.131332766055528,2025,88
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-06-25T14:00:00Z,2025-06-26T02:00:00Z,12,long_btc,-0.002097615609239066,-0.0008976156092390661,loss,107629.59,0.2,1.0,0.5,0.009486283549502273,0.0027206381277948832,1.0467704630043277,2025,89
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-06-26T14:00:00Z,2025-06-27T02:00:00Z,12,long_btc,-0.007115861075276085,-0.005915861075276085,loss,107436.6,0.2,1.0,0.5,0.008184467378388816,0.004508854026858522,0.3580113389112021,2025,96
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-06-26T15:00:00Z,2025-06-27T03:00:00Z,12,long_btc,0.0007744934472425425,0.0019744934472425424,win,107313.6,0.2,1.0,0.5,0.008205269135928728,0.005648553263009837,0.37246749397665097,2025,97
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-06-26T19:00:00Z,2025-06-27T07:00:00Z,12,long_btc,-0.0018513350601833333,-0.0006513350601833334,loss,107532.98,1.0,1.0,1.0,0.007349093215167716,0.003615811649783307,-0.9583605922259715,2025,101
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-06-27T15:00:00Z,2025-06-28T03:00:00Z,12,long_btc,-0.005867208718807769,-0.004667208718807769,loss,107308.25,1.0,1.0,1.0,0.00697237104813475,0.005698125546858779,-0.6243608696939198,2025,104
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-06-27T16:00:00Z,2025-06-28T04:00:00Z,12,long_btc,-0.01566872490814588,-0.01446872490814588,loss,107480.1,1.0,1.0,1.0,0.005986709051161654,0.004105789662853798,0.09221011894596401,2025,105
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-06-30T15:00:00Z,2025-07-01T03:00:00Z,12,long_btc,0.0005451124488592208,0.0017451124488592207,win,107580.46,1.0,1.0,1.0,0.0061573158886036195,0.0031758692129338906,-0.2954159109242553,2025,111
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-07-02T16:00:00Z,2025-07-03T04:00:00Z,12,long_btc,-0.013890354402063008,-0.012690354402063009,loss,109413.02,1.0,1.0,1.0,0.006622050954010401,-0.0,-1.0001239372132205,2025,126
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-07-02T17:00:00Z,2025-07-03T05:00:00Z,12,long_btc,-0.011032248186950498,-0.009832248186950499,loss,109129.67,1.0,1.0,1.0,0.006624977828710576,0.0025897283522564596,-1.0883893529529902,2025,127
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-07-02T18:00:00Z,2025-07-03T06:00:00Z,12,long_btc,-0.0058035708964707874,-0.004603570896470788,loss,109538.88,1.0,1.0,1.0,0.006528105427566087,-0.0,-1.1403485805644156,2025,128
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-07-02T19:00:00Z,2025-07-03T07:00:00Z,12,long_btc,-0.01305435592463413,-0.01185435592463413,loss,109676.14,1.0,1.0,1.0,0.006526813766169952,-0.0,-1.3738924029592774,2025,129
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-07-03T13:00:00Z,2025-07-04T01:00:00Z,12,long_btc,-0.01922429499518532,-0.01802429499518532,loss,110255.63,1.0,1.0,1.0,0.006434601147357313,-0.0,-1.558364517677696,2025,130
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-07-03T14:00:00Z,2025-07-04T02:00:00Z,12,long_btc,-0.012858919725257233,-0.011658919725257233,loss,109718.57,1.0,1.0,1.0,0.006532956547303611,0.004871043773456263,-1.4340286348274822,2025,131
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-07-08T15:00:00Z,2025-07-09T03:00:00Z,12,long_btc,0.02218319555068491,0.02338319555068491,win,108268.35,0.6,1.0,0.75,0.006162815054415489,0.01802429499518532,-0.9209489385296905,2025,142
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-07-08T16:00:00Z,2025-07-09T04:00:00Z,12,long_btc,0.02469649866095689,0.02589649866095689,win,108439.37,0.6,1.0,0.75,0.0061640522141298065,0.016473172390380486,-0.9986036836972052,2025,143
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-07-08T17:00:00Z,2025-07-09T05:00:00Z,12,long_btc,0.020979813012083605,0.022179813012083605,win,108991.0,0.6,1.0,0.75,0.006221209625089854,0.011469981170122656,-1.199307217958718,2025,144
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-07-08T18:00:00Z,2025-07-09T06:00:00Z,12,long_btc,0.030829300517574466,0.032029300517574466,win,109147.56,1.0,0.3333333333333333,0.75,0.006096351374515445,0.010050008330640403,-1.3367163324170752,2025,145
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-07-09T19:00:00Z,2025-07-10T07:00:00Z,12,long_btc,0.051506935123042476,0.052706935123042475,win,111750.0,1.0,-0.3333333333333333,0.5,0.00564212837277217,-0.0,-1.1217087152029115,2025,153
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-07-10T15:00:00Z,2025-07-11T03:00:00Z,12,long_btc,0.09127273993702464,0.09247273993702465,win,111408.4,1.0,1.0,1.0,0.005668151714553824,0.003056823266219255,-1.4808751494450736,2025,156
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-07-10T16:00:00Z,2025-07-11T04:00:00Z,12,long_btc,0.07439611972215351,0.07559611972215352,win,112643.48,1.0,1.0,1.0,0.0058688902710288815,-0.0,-1.500937875529897,2025,157
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-07-10T17:00:00Z,2025-07-11T05:00:00Z,12,long_btc,0.052926427747746675,0.054126427747746675,win,113722.82,1.0,1.0,1.0,0.006007780061186196,-0.0,-1.7444495241575375,2025,158
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-07-10T18:00:00Z,2025-07-11T06:00:00Z,12,long_btc,0.05918502909539756,0.06038502909539756,win,113420.0,1.0,-0.3333333333333333,0.5,0.00607972446818991,0.0026627901066822446,-1.6060571875227228,2025,159
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-07-10T19:00:00Z,2025-07-11T07:00:00Z,12,long_btc,0.0570039245445416,0.058203924544541596,win,113301.81,1.0,1.0,1.0,0.006026386647466678,0.0037020714048421333,-1.6737890191121718,2025,160
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-07-11T13:00:00Z,2025-07-12T01:00:00Z,12,long_btc,0.012833151175387504,0.014033151175387504,win,117989.18,1.0,0.3333333333333333,0.75,0.010011981940934224,-0.0,-2.2097404205778663,2025,161
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-07-14T14:00:00Z,2025-07-15T02:00:00Z,12,long_btc,-0.040345456020602265,-0.039145456020602265,loss,121158.89,1.0,0.3333333333333333,0.75,0.011567313285634928,0.004533293062956578,-0.9009467602750363,2025,169
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-07-14T15:00:00Z,2025-07-15T03:00:00Z,12,long_btc,-0.011028473443426744,-0.009828473443426744,loss,119878.23,0.6,0.3333333333333333,0.5,0.011865687038063049,0.01505546269414082,-1.0465788631344854,2025,170
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-07-14T16:00:00Z,2025-07-15T04:00:00Z,12,long_btc,-0.01127800272838677,-0.01007800272838677,loss,120268.87,0.6,0.3333333333333333,0.5,0.011866834617334428,0.011845882989359069,-0.747586564933121,2025,171
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-07-14T17:00:00Z,2025-07-15T05:00:00Z,12,long_btc,-0.00787793083396484,-0.00667793083396484,loss,119896.42,0.2,1.0,0.5,0.011879500760393636,0.014906009860764846,-0.7261541354777232,2025,172
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-07-16T18:00:00Z,2025-07-17T06:00:00Z,12,long_btc,-0.017589791167763623,-0.016389791167763623,loss,119512.2,1.0,1.0,1.0,0.009703034506727394,0.018062841506708005,-1.900051954523013,2025,187
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-07-16T19:00:00Z,2025-07-17T07:00:00Z,12,long_btc,-0.014872295667472078,-0.013672295667472079,loss,119230.16,1.0,1.0,1.0,0.009700367944553933,0.02038014096384666,-2.1830379191310634,2025,188
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-07-21T14:00:00Z,2025-07-22T02:00:00Z,12,long_btc,0.0026131267462595545,0.003813126746259554,win,118828.99,1.0,1.0,1.0,0.0058018114150629185,0.0062803980598762355,-2.924735870791902,2025,204
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-07-21T15:00:00Z,2025-07-22T03:00:00Z,12,long_btc,-0.00907503266754097,-0.007875032667540971,loss,118313.16,1.0,1.0,1.0,0.005856307093816326,0.010594079277471136,-2.8360436714637998,2025,205
board-b-b2r-repeat-crypto-options-breadth/v1,20260512T024354+0800-codex-board-b-b2r-repeat-crypto-options-breadth-v1,CryptoOptionsBreadthRootV1,crypto_equity_risk_on_h12,Bull,Bull -> CryptoEquityRiskOn -> BreadthMomentum -> CryptoOptionsBreadthRootV1:crypto_equity_risk_on_h12,2025-08-07T13:00:00Z,2025-08-08T01:00:00Z,12,long_btc,-0.0024175068587104706,-0.0012175068587104707,loss,116640.0,1.0,1.0,1.0,0.0054730239015171964,-0.0,-0.13743005722473006,2025,294
