run_id,row_type,target,source_symbol,provider_symbol,pump_index,event_dt,entry_dt,exit_dt,horizon_hours,provider_entry_open,provider_exit_close,provider_return,event_month,source,provider,bridge_precision,parent_regime_root,regime_profit_branch_path
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,sapienza_positive_pump_event,1,ADX,ADXBTC,98,2020-07-07T16:00:05+00:00,2020-07-07T17:00:00+00:00,2020-07-07T17:00:00+00:00,1,1.173e-05,1.144e-05,-0.024722932651321305,2020-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpDumpPositiveControl -> SapienzaBinanceProviderExit -> pnl_bridge
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,sapienza_positive_pump_event,1,ADX,ADXBTC,98,2020-07-07T16:00:05+00:00,2020-07-07T17:00:00+00:00,2020-07-07T19:00:00+00:00,3,1.173e-05,1.13e-05,-0.036658141517476484,2020-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpDumpPositiveControl -> SapienzaBinanceProviderExit -> pnl_bridge
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,sapienza_positive_pump_event,1,ADX,ADXBTC,98,2020-07-07T16:00:05+00:00,2020-07-07T17:00:00+00:00,2020-07-07T22:00:00+00:00,6,1.173e-05,1.115e-05,-0.04944586530264272,2020-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpDumpPositiveControl -> SapienzaBinanceProviderExit -> pnl_bridge
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,sapienza_positive_pump_event,1,ADX,ADXBTC,98,2020-07-07T16:00:05+00:00,2020-07-07T17:00:00+00:00,2020-07-08T04:00:00+00:00,12,1.173e-05,1.104e-05,-0.05882352941176472,2020-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpDumpPositiveControl -> SapienzaBinanceProviderExit -> pnl_bridge
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,sapienza_positive_pump_event,1,ADX,ADXBTC,98,2020-07-07T16:00:05+00:00,2020-07-07T17:00:00+00:00,2020-07-08T16:00:00+00:00,24,1.173e-05,1.123e-05,-0.04262574595055413,2020-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpDumpPositiveControl -> SapienzaBinanceProviderExit -> pnl_bridge
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,200,2019-07-05T16:59:05+00:00,2019-07-05T17:00:00+00:00,2019-07-05T17:00:00+00:00,1,1.279e-05,1.257e-05,-0.01720093823299451,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,200,2019-07-05T16:59:05+00:00,2019-07-05T17:00:00+00:00,2019-07-05T19:00:00+00:00,3,1.279e-05,1.217e-05,-0.04847537138389357,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,200,2019-07-05T16:59:05+00:00,2019-07-05T17:00:00+00:00,2019-07-05T22:00:00+00:00,6,1.279e-05,1.225e-05,-0.04222048475371387,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,200,2019-07-05T16:59:05+00:00,2019-07-05T17:00:00+00:00,2019-07-06T04:00:00+00:00,12,1.279e-05,1.184e-05,-0.07427677873338545,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,200,2019-07-05T16:59:05+00:00,2019-07-05T17:00:00+00:00,2019-07-06T16:00:00+00:00,24,1.279e-05,1.17e-05,-0.08522283033620015,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,200,2019-07-05T16:59:00+00:00,2019-07-05T17:00:00+00:00,2019-07-05T17:00:00+00:00,1,1.279e-05,1.257e-05,-0.01720093823299451,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,200,2019-07-05T16:59:00+00:00,2019-07-05T17:00:00+00:00,2019-07-05T19:00:00+00:00,3,1.279e-05,1.217e-05,-0.04847537138389357,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,200,2019-07-05T16:59:00+00:00,2019-07-05T17:00:00+00:00,2019-07-05T22:00:00+00:00,6,1.279e-05,1.225e-05,-0.04222048475371387,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,200,2019-07-05T16:59:00+00:00,2019-07-05T17:00:00+00:00,2019-07-06T04:00:00+00:00,12,1.279e-05,1.184e-05,-0.07427677873338545,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,200,2019-07-05T16:59:00+00:00,2019-07-05T17:00:00+00:00,2019-07-06T16:00:00+00:00,24,1.279e-05,1.17e-05,-0.08522283033620015,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,200,2019-07-05T16:58:55+00:00,2019-07-05T17:00:00+00:00,2019-07-05T17:00:00+00:00,1,1.279e-05,1.257e-05,-0.01720093823299451,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,200,2019-07-05T16:58:55+00:00,2019-07-05T17:00:00+00:00,2019-07-05T19:00:00+00:00,3,1.279e-05,1.217e-05,-0.04847537138389357,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,200,2019-07-05T16:58:55+00:00,2019-07-05T17:00:00+00:00,2019-07-05T22:00:00+00:00,6,1.279e-05,1.225e-05,-0.04222048475371387,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,200,2019-07-05T16:58:55+00:00,2019-07-05T17:00:00+00:00,2019-07-06T04:00:00+00:00,12,1.279e-05,1.184e-05,-0.07427677873338545,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,200,2019-07-05T16:58:55+00:00,2019-07-05T17:00:00+00:00,2019-07-06T16:00:00+00:00,24,1.279e-05,1.17e-05,-0.08522283033620015,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,222,2019-07-26T18:34:00+00:00,2019-07-26T19:00:00+00:00,2019-07-26T19:00:00+00:00,1,1.131e-05,1.127e-05,-0.0035366931918655586,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,222,2019-07-26T18:34:00+00:00,2019-07-26T19:00:00+00:00,2019-07-26T21:00:00+00:00,3,1.131e-05,1.14e-05,0.007957559681697646,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,222,2019-07-26T18:34:00+00:00,2019-07-26T19:00:00+00:00,2019-07-27T00:00:00+00:00,6,1.131e-05,1.096e-05,-0.030946065428824054,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,222,2019-07-26T18:34:00+00:00,2019-07-26T19:00:00+00:00,2019-07-27T06:00:00+00:00,12,1.131e-05,1.087e-05,-0.0389036251105217,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,222,2019-07-26T18:34:00+00:00,2019-07-26T19:00:00+00:00,2019-07-27T18:00:00+00:00,24,1.131e-05,1.102e-05,-0.02564102564102566,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,222,2019-07-26T18:34:25+00:00,2019-07-26T19:00:00+00:00,2019-07-26T19:00:00+00:00,1,1.131e-05,1.127e-05,-0.0035366931918655586,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,222,2019-07-26T18:34:25+00:00,2019-07-26T19:00:00+00:00,2019-07-26T21:00:00+00:00,3,1.131e-05,1.14e-05,0.007957559681697646,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,222,2019-07-26T18:34:25+00:00,2019-07-26T19:00:00+00:00,2019-07-27T00:00:00+00:00,6,1.131e-05,1.096e-05,-0.030946065428824054,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,222,2019-07-26T18:34:25+00:00,2019-07-26T19:00:00+00:00,2019-07-27T06:00:00+00:00,12,1.131e-05,1.087e-05,-0.0389036251105217,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,222,2019-07-26T18:34:25+00:00,2019-07-26T19:00:00+00:00,2019-07-27T18:00:00+00:00,24,1.131e-05,1.102e-05,-0.02564102564102566,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,222,2019-07-26T18:34:30+00:00,2019-07-26T19:00:00+00:00,2019-07-26T19:00:00+00:00,1,1.131e-05,1.127e-05,-0.0035366931918655586,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,222,2019-07-26T18:34:30+00:00,2019-07-26T19:00:00+00:00,2019-07-26T21:00:00+00:00,3,1.131e-05,1.14e-05,0.007957559681697646,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,222,2019-07-26T18:34:30+00:00,2019-07-26T19:00:00+00:00,2019-07-27T00:00:00+00:00,6,1.131e-05,1.096e-05,-0.030946065428824054,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,222,2019-07-26T18:34:30+00:00,2019-07-26T19:00:00+00:00,2019-07-27T06:00:00+00:00,12,1.131e-05,1.087e-05,-0.0389036251105217,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,222,2019-07-26T18:34:30+00:00,2019-07-26T19:00:00+00:00,2019-07-27T18:00:00+00:00,24,1.131e-05,1.102e-05,-0.02564102564102566,2019-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,98,2020-07-07T15:57:25+00:00,2020-07-07T16:00:00+00:00,2020-07-07T16:00:00+00:00,1,1.108e-05,1.172e-05,0.05776173285198549,2020-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,98,2020-07-07T15:57:25+00:00,2020-07-07T16:00:00+00:00,2020-07-07T18:00:00+00:00,3,1.108e-05,1.133e-05,0.022563176895306736,2020-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,98,2020-07-07T15:57:25+00:00,2020-07-07T16:00:00+00:00,2020-07-07T21:00:00+00:00,6,1.108e-05,1.114e-05,0.005415162454873501,2020-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,98,2020-07-07T15:57:25+00:00,2020-07-07T16:00:00+00:00,2020-07-08T03:00:00+00:00,12,1.108e-05,1.099e-05,-0.008122743682310585,2020-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,98,2020-07-07T15:57:25+00:00,2020-07-07T16:00:00+00:00,2020-07-08T15:00:00+00:00,24,1.108e-05,1.112e-05,0.0036101083032491488,2020-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,98,2020-07-07T15:55:40+00:00,2020-07-07T16:00:00+00:00,2020-07-07T16:00:00+00:00,1,1.108e-05,1.172e-05,0.05776173285198549,2020-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,98,2020-07-07T15:55:40+00:00,2020-07-07T16:00:00+00:00,2020-07-07T18:00:00+00:00,3,1.108e-05,1.133e-05,0.022563176895306736,2020-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,98,2020-07-07T15:55:40+00:00,2020-07-07T16:00:00+00:00,2020-07-07T21:00:00+00:00,6,1.108e-05,1.114e-05,0.005415162454873501,2020-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
20260511T200931+0800-codex-board-b-sapienza-binance-pnl-bridge-v1,same_pump_index_normal_control,0,ADX,ADXBTC,98,2020-07-07T15:55:40+00:00,2020-07-07T16:00:00+00:00,2020-07-08T03:00:00+00:00,12,1.108e-05,1.099e-05,-0.008122743682310585,2020-07,Sapienza_pinned_labeled_features_5S,binance_public_api,source_timestamp_symbol_to_provider_1h_entry_exit,Control(non_event),Control(non_event) -> SamePumpIndexNormalControl -> SapienzaBinanceProviderExit -> baseline
