venue,candidate_class,rule_type,clauses,train_lcb,cal_lcb,test_lcb,cal_support,test_support,cal_coverage,test_coverage,accepted_rule_only
Blur,strict_non_leaky,and2,"[{""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 1225.0}, {""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 41905.0}]",0.979440008417,0.933586411909,0.978639748332,54,176,0.000077995572,0.000254207422,False
Blur,strict_non_leaky,and2,"[{""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 1225.0}, {""feature"": ""buyer_24h_trade_count"", ""op"": "">="", ""threshold"": 2251.0}]",0.931690659543,0.991895261898,0.952473137726,695,1306,0.001003831894,0.001886334618,False
Blur,strict_non_leaky,and2,"[{""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 1225.0}, {""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 14343.0}]",0.931143275100,0.988799939742,0.957801157566,647,1418,0.000934502497,0.002048102977,False
Blur,strict_non_leaky,and2,"[{""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 1225.0}, {""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 2747.0}]",0.931113515943,0.960752733792,0.958499163552,1350,1851,0.001949889290,0.002673511009,False
Blur,strict_non_leaky,and2,"[{""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 1225.0}, {""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 20232.0}]",0.929807759521,0.992666752973,0.952794833682,520,1121,0.000751068467,0.001619127953,False
Blur,strict_non_leaky,and2,"[{""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 14343.0}, {""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 701.0}]",0.929015025666,0.949616300860,0.945816732620,1456,2615,0.002102991708,0.003777002317,False
Blur,strict_non_leaky,and2,"[{""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 20232.0}, {""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 701.0}]",0.928798558737,0.957453317103,0.947667215780,1136,2018,0.001640795728,0.002914719187,False
Blur,strict_non_leaky,and2,"[{""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 1225.0}, {""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 8840.0}]",0.928226568228,0.955440540587,0.959901866487,1006,1578,0.001453028611,0.002279200633,False
Blur,strict_non_leaky,and2,"[{""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 1225.0}, {""feature"": ""buyer_24h_trade_count"", ""op"": "">="", ""threshold"": 1485.0}]",0.923367480333,0.966552253799,0.953374971398,917,1550,0.001324480355,0.002238758543,False
Blur,strict_non_leaky,and2,"[{""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 1225.0}, {""feature"": ""buyer_24h_trade_count"", ""op"": "">="", ""threshold"": 3223.0}]",0.919244566499,0.990526324983,0.949244608952,594,1042,0.000857951287,0.001505023485,False
Blur,strict_non_leaky,and2,"[{""feature"": ""buyer_24h_trade_count"", ""op"": "">="", ""threshold"": 3223.0}, {""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 701.0}]",0.917927844926,0.975869412692,0.944346093064,1122,1758,0.001620574654,0.002539185496,False
Blur,strict_non_leaky,and2,"[{""feature"": ""buyer_24h_trade_count"", ""op"": "">="", ""threshold"": 2251.0}, {""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 701.0}]",0.916478923434,0.943921444560,0.939918439036,1487,2357,0.002147766943,0.003404357346,False
Blur,strict_non_leaky,and2,"[{""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 8840.0}, {""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 701.0}]",0.915846404781,0.921976887791,0.946477335593,2338,3012,0.003376919377,0.004350413376,False
Blur,strict_non_leaky,and2,"[{""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 2747.0}, {""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 701.0}]",0.911569036449,0.924486444179,0.943133280662,3054,3685,0.004411082882,0.005322467892,False
Blur,strict_non_leaky,and2,"[{""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 20232.0}, {""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 490.0}]",0.910514710007,0.910124769065,0.933366165041,1932,3303,0.002790508228,0.004770722238,False
Blur,strict_non_leaky,and2,"[{""feature"": ""buyer_24h_trade_count"", ""op"": "">="", ""threshold"": 1485.0}, {""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 701.0}]",0.908174052452,0.921008554153,0.935574495960,2132,2968,0.003079380715,0.004286861521,False
Blur,strict_non_leaky,and2,"[{""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 14343.0}, {""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 490.0}]",0.905632388665,0.913635838190,0.937701071791,2520,4286,0.003639793341,0.006190528463,False
Gox,strict_non_leaky,and2,"[{""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 2466.0}, {""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 5302.0}]",0.887231606482,0.887192544702,0.932516342732,57852,24934,0.052238927265,0.022514765890,False
Gox,strict_non_leaky,and2,"[{""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 2026.0}, {""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 5302.0}]",0.889352772339,0.887178164974,0.927471874856,59297,26257,0.053543726579,0.023709401138,False
Gox,strict_non_leaky,and2,"[{""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 4487.0}, {""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 2641.0}]",0.884549735461,0.907122586773,0.921895373565,61316,26158,0.055366833717,0.023620006664,False
Gox,strict_non_leaky,and2,"[{""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 4487.0}, {""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 2137.0}]",0.882102441457,0.896522721543,0.909766718620,65119,29529,0.058800848797,0.026663933664,False
Gox,strict_non_leaky,and2,"[{""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 1667.0}, {""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 5302.0}]",0.887335665848,0.881736451048,0.923560927238,61703,27624,0.055716285160,0.024943767264,False
Gox,strict_non_leaky,and2,"[{""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 2898.0}, {""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 5302.0}]",0.878830897511,0.889262929983,0.935908337361,55573,23283,0.050181046548,0.021023955010,False
Gox,strict_non_leaky,and2,"[{""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 4487.0}, {""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 4220.0}]",0.878717050992,0.926635096200,0.953974599961,51191,21022,0.046224208768,0.018982329692,False
Gox,strict_non_leaky,and2,"[{""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 4487.0}, {""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 3277.0}]",0.876968259971,0.919129134977,0.946977545376,56297,22866,0.050834800668,0.020647414649,False
Gox,strict_non_leaky,and2,"[{""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 1356.0}, {""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 5302.0}]",0.887080038046,0.873628123941,0.907067782236,64847,30598,0.058555239514,0.027629213392,False
Gox,strict_non_leaky,and2,"[{""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 1091.0}, {""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 5302.0}]",0.885588244594,0.871126142903,0.897059411926,68602,32735,0.061945911779,0.029558869873,False
Gox,strict_non_leaky,and2,"[{""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 5302.0}, {""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 870.0}]",0.879568951685,0.867641808360,0.876913463481,71805,36330,0.064838141677,0.032805063159,False
Gox,strict_non_leaky,and2,"[{""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 3492.0}, {""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 4220.0}]",0.887567712012,0.865365779673,0.947726055433,59736,24354,0.053940132737,0.021991040687,False
Gox,strict_non_leaky,and2,"[{""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 2898.0}, {""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 4220.0}]",0.892515400331,0.862731986215,0.936628244169,61377,26490,0.055421915211,0.023919794194,False
Gox,strict_non_leaky,and2,"[{""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 3492.0}, {""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 3277.0}]",0.887540791741,0.858836828727,0.939403089596,66290,26708,0.059858232877,0.024116642632,False
Gox,strict_non_leaky,and2,"[{""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 2898.0}, {""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 3277.0}]",0.892158694642,0.858577805220,0.926453220930,68902,29087,0.062216804370,0.026264818940,False
Gox,strict_non_leaky,and2,"[{""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 2026.0}, {""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 4220.0}]",0.896361464837,0.852813164624,0.926407050095,66261,30095,0.059832046594,0.027175017224,False
Gox,strict_non_leaky,and2,"[{""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 2466.0}, {""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 4220.0}]",0.898366460998,0.852303658152,0.931159651166,64597,28438,0.058329495688,0.025678788497,False
Gox,strict_non_leaky,and2,"[{""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 3492.0}, {""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 2641.0}]",0.893633537784,0.852150731768,0.916732707701,72065,30499,0.065072915256,0.027539818917,False
Gox,strict_non_leaky,and2,"[{""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 2898.0}, {""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 2641.0}]",0.897544538134,0.852149469412,0.907270524578,75312,33068,0.068004876067,0.029859560378,False
Gox,strict_non_leaky,and2,"[{""feature"": ""buyer_7d_trade_count"", ""op"": "">="", ""threshold"": 2466.0}, {""feature"": ""seller_7d_trade_count"", ""op"": "">="", ""threshold"": 3277.0}]",0.898051520940,0.848784515102,0.920695721935,72573,31139,0.065531626710,0.028117722590,False
