provider,query,title,url,matched_required_terms,summary
harvard_dataverse,direct_manipulation_positive_rows matched_controls provenance,Replication Data for: The Provenance Problem: Research Methods and Ethics in the Age of WikiLeaks,https://doi.org/10.7910/DVN/SPLDTF,,"{""name"": ""Replication Data for: The Provenance Problem: Research Methods and Ethics in the Age of WikiLeaks"", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/SPLDTF"", ""image_url"": ""https://dataverse.harvard.edu/api/datasets/5372037/logo"", ""global_id"": ""doi:10.7910/DVN/SPLDTF"", ""description"": ""Online appendix, uploaded in Excel and PDF formats, includes coding rules, data, tables, calculations, and figures supporting the empirical portion of the \""Provenance Problem\"" article."", ""published"
harvard_dataverse,direct_manipulation_positive_rows matched_controls provenance,Frequency of Mentions of Selected Emigre Dealer Names Plus in each of 21000 Provenance Texts,https://doi.org/10.7910/DVN/79HHYQ,,"{""name"": ""Frequency of Mentions of Selected Emigre Dealer Names Plus in each of 21000 Provenance Texts"", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/79HHYQ"", ""global_id"": ""doi:10.7910/DVN/79HHYQ"", ""description"": ""This detailed dataset shows the frequency of mentions in each of 21,000 provenance texts for the following names: Perls, Mondschein, Kallir, Wildenstein, Buchholz Thannhauser, Graupe, Wendland, Lohse, Sotheby's, Paul Rosenberg, Drouot, Heim, Park,Knoedler,Colnaghi, Georges Pe"
harvard_dataverse,direct_manipulation_positive_rows matched_controls provenance,Replication Data for: artwork provenances NEPIP,https://doi.org/10.7910/DVN/LIRCGI,,"{""name"": ""Replication Data for: artwork provenances NEPIP"", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/LIRCGI"", ""global_id"": ""doi:10.7910/DVN/LIRCGI"", ""description"": ""This dataset contains 21,000 artworks listed on the Nazi Era Provenance Internet Portal or related to Nazi era provenance research projects. The unified dataset brings together for analysis provenance texts from several different American museums (Detroit Institute of Arts, Yale University Art Gallery, Kimball Art Museu"
harvard_dataverse,direct_manipulation_positive_rows matched_controls provenance,Replication Data for: Dormant btc adresses own realease Definitely a real and authentic name has been proven,https://doi.org/10.7910/DVN/HNKMKR,,"{""name"": ""Replication Data for: Dormant btc adresses own realease Definitely a real and authentic name has been proven"", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/HNKMKR"", ""global_id"": ""doi:10.7910/DVN/HNKMKR"", ""description"": ""Dormant Adresses 1 Miljoen BTC Adresses More Then 25 Btc Definitely a real and authentic name has been proven second signature whit him real name."", ""published_at"": ""2022-06-16T00:50:12Z"", ""publisher"": ""Harvard Dataverse"", ""citationHtml"": ""Satoshi Nakamoto liv"
harvard_dataverse,direct_manipulation_positive_rows matched_controls provenance,Hour-Long Wget Benign Dataset (Base Graph),https://doi.org/10.7910/DVN/5H4TDI,,"{""name"": ""Hour-Long Wget Benign Dataset (Base Graph)"", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/5H4TDI"", ""global_id"": ""doi:10.7910/DVN/5H4TDI"", ""description"": ""Wget provenance data in edge-list format parsed from CamFlow provenance data. This dataset contains benign wget base graph data. Experiments were run for over an hour, with recurrent wget commands issued throughout the experiments (one for every 120 seconds). Background activities were also captured as CamFlow whole-system p"
harvard_dataverse,direct_manipulation_positive_rows matched_controls provenance,Bohler Steinmeyer Sauerman Workflow 110293 - selectcolumns-486032,https://doi.org/10.7910/DVN/RQHIJ6,,"{""name"": ""Bohler Steinmeyer Sauerman Workflow 110293 - selectcolumns-486032"", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/RQHIJ6"", ""global_id"": ""doi:10.7910/DVN/RQHIJ6"", ""description"": ""Calculating the impact of art dealer networks: 21,000 Art Provenances Texts from American museums filtered for the names Bohler, Steinmeyer, or Sauerman."", ""published_at"": ""2022-10-26T09:18:21Z"", ""publisher"": ""Laurel Zuckerman Quantifying Impact Dataverse"", ""citationHtml"": ""Zuckerman, Laurel, 2022, \""B"
harvard_dataverse,direct_manipulation_positive_rows matched_controls provenance,Hour-Long Wget Attack Dataset (Base Graph),https://doi.org/10.7910/DVN/IWFWSP,,"{""name"": ""Hour-Long Wget Attack Dataset (Base Graph)"", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/IWFWSP"", ""global_id"": ""doi:10.7910/DVN/IWFWSP"", ""description"": ""Wget provenance data in edge-list format parsed from CamFlow provenance data. This dataset contains attack wget base graph data. Experiments were run for over an hour, with recurrent wget commands issued throughout the experiments (one for every 120 seconds). Background activities were also captured as CamFlow whole-system p"
harvard_dataverse,Oystacher spoofing futures order book matched controls,Replication Data for: Propensity Scores Have Non-paradoxical Performance in Matching Under Real-world Conditions,https://doi.org/10.7910/DVN/RHLMJD,,"{""name"": ""Replication Data for: Propensity Scores Have Non-paradoxical Performance in Matching Under Real-world Conditions"", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/RHLMJD"", ""global_id"": ""doi:10.7910/DVN/RHLMJD"", ""description"": ""Data, code, and figures to accompany a letter to Political Analysis commenting on matching methods. There are 5 simulations and an EDA of King and Nielsen (2018). Each simulation has several hundred data sets."", ""published_at"": ""2020-12-17T22:54:04Z"", ""pub"
harvard_dataverse,Oystacher spoofing futures order book matched controls,Experiment 2,https://doi.org/10.7910/DVN/5ELTXC,,"{""name"": ""Experiment 2"", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/5ELTXC"", ""global_id"": ""doi:10.7910/DVN/5ELTXC"", ""description"": ""Data obtained from order learning experiment #2."", ""published_at"": ""2021-02-04T17:08:15Z"", ""publisher"": ""Order Memory Studies"", ""citationHtml"": ""Pintea, Giulia Isabella, 2021, \""Experiment 2\"", <a href=\""https://doi.org/10.7910/DVN/5ELTXC\"" target=\""_blank\"">https://doi.org/10.7910/DVN/5ELTXC</a>, Harvard Dataverse, V1, UNF:6:Vj7DHiXRaI/hk37NQ8m9Mg== [fi"
harvard_dataverse,Oystacher spoofing futures order book matched controls,Experiment 1,https://doi.org/10.7910/DVN/RSK1UT,,"{""name"": ""Experiment 1"", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/RSK1UT"", ""global_id"": ""doi:10.7910/DVN/RSK1UT"", ""description"": ""Data obtained throughout order memory experiment 1."", ""published_at"": ""2021-02-04T17:07:18Z"", ""publisher"": ""Order Memory Studies"", ""citationHtml"": ""Pintea, Giulia Isabella, 2021, \""Experiment 1\"", <a href=\""https://doi.org/10.7910/DVN/RSK1UT\"" target=\""_blank\"">https://doi.org/10.7910/DVN/RSK1UT</a>, Harvard Dataverse, V1, UNF:6:un5YrpduAUvO2i9mR7AkjA== "
harvard_dataverse,Oystacher spoofing futures order book matched controls,Base pair to Bin Matching,https://doi.org/10.7910/DVN/8CZSMB,,"{""name"": ""Base pair to Bin Matching"", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/8CZSMB"", ""global_id"": ""doi:10.7910/DVN/8CZSMB"", ""description"": ""A list of papers including the base pair studied along with a corresponding p-value for the hypothesis tested is cross-referenced with a list of bins. The objective is to identify the corresponding bin of each base pair and return the smallest p-value for each one."", ""published_at"": ""2019-04-18T18:27:02Z"", ""publisher"": ""Base Pair to Bin matc"
harvard_dataverse,Oystacher spoofing futures order book matched controls,Protest for a future dataset,https://doi.org/10.7910/DVN/T1QJBB,,"{""name"": ""Protest for a future dataset"", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/T1QJBB"", ""global_id"": ""doi:10.7910/DVN/T1QJBB"", ""description"": ""This dataset (N=5076) contains the survey responses from protest participants in the first (March 2019) and third (September 2019) global climate strikes, which were global days of school strike protest under the common banner of Fridays For Future. In total, we cover 24 cities in 17 countries. We measure attitudinal and behavioral variab"
harvard_dataverse,Oystacher spoofing futures order book matched controls,State Level Executive Orders.,https://doi.org/10.7910/DVN/22785,,"{""name"": ""State Level Executive Orders."", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/22785"", ""global_id"": ""doi:10.7910/DVN/22785"", ""description"": ""A count of gubernatorial orders at the state level."", ""published_at"": ""2013-10-10T00:00:00Z"", ""publisher"": ""State Executive Orders Dataverse"", ""citationHtml"": ""Brandon Rottinghaus, 2013, \""State Level Executive Orders.\"", <a href=\""https://doi.org/10.7910/DVN/22785\"" target=\""_blank\"">https://doi.org/10.7910/DVN/22785</a>, Harvard Datavers"
harvard_dataverse,Oystacher spoofing futures order book matched controls,Consolidated Data on Confiscation and Revocation Orders,https://doi.org/10.7910/DVN/SFIA3W,,"{""name"": ""Consolidated Data on Confiscation and Revocation Orders"", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/SFIA3W"", ""global_id"": ""doi:10.7910/DVN/SFIA3W"", ""description"": ""PDF file with information on the names and properties of each confiscation order"", ""published_at"": ""2025-11-18T17:41:19Z"", ""publisher"": ""Zanzibar Property Confiscation Orders"", ""citationHtml"": ""Joireman, Sandra, 2025, \""Consolidated Data on Confiscation and Revocation Orders\"", <a href=\""https://doi.org/10.7910/"
harvard_dataverse,Oystacher spoofing futures order book matched controls,Confiscation Orders,https://doi.org/10.7910/DVN/B24IGH,,"{""name"": ""Confiscation Orders"", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/B24IGH"", ""image_url"": ""https://dataverse.harvard.edu/api/datasets/11593183/logo"", ""global_id"": ""doi:10.7910/DVN/B24IGH"", ""description"": ""This dataset contains PDF scans of property confiscations carried out under the Presidential Decree Number 8 of 1964, Confiscation of Immovable Properties Decree."", ""published_at"": ""2025-11-17T19:14:38Z"", ""publisher"": ""Zanzibar Property Confiscation Orders"", ""citationHtml"": """
harvard_dataverse,Oystacher spoofing futures order book matched controls,Replication Data for: Carre du Champ Flow Matching,https://doi.org/10.7910/DVN/CY5KS9,,"{""name"": ""Replication Data for: Carre du Champ Flow Matching"", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/CY5KS9"", ""global_id"": ""doi:10.7910/DVN/CY5KS9"", ""description"": ""Reproduction data for the Drosophila experiment."", ""published_at"": ""2025-07-17T14:08:54Z"", ""publisher"": ""Carre du Champ Flow Matching"", ""citationHtml"": ""Gosztolai, Adam, 2025, \""Replication Data for: Carre du Champ Flow Matching\"", <a href=\""https://doi.org/10.7910/DVN/CY5KS9\"" target=\""_blank\"">https://doi.org/10.79"
harvard_dataverse,Oystacher spoofing futures order book matched controls,diabetes_binary,https://doi.org/10.7910/DVN/FSTRPP,,"{""name"": ""diabetes_binary"", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/FSTRPP"", ""global_id"": ""doi:10.7910/DVN/FSTRPP"", ""description"": ""diabetes_binary_norm.csv contains information from diabetes_binary_5050split_health_indicators_BRFSS2021.csv, which is made available here under the CC0 licence. diabetes_binary_norm.csv is a modified version of a diabetes_binary_5050split_health_indicators_BRFSS2021.csv. diabetes_binary2_norm.csv contains information from diabetes_binary_health_indic"
harvard_dataverse,stock market regimes 2026 extension,Code for 'Inferring active and passive mechanical drivers of epithelial convergent extension',https://doi.org/10.7910/DVN/3FHYMJ,,"{""name"": ""Code for 'Inferring active and passive mechanical drivers of epithelial convergent extension'"", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/3FHYMJ"", ""global_id"": ""doi:10.7910/DVN/3FHYMJ"", ""description"": ""Code for simulations and analysis for live cell data and simulations for passive and active drivers of cellular and tissue shape change toward mechanism inference"", ""published_at"": ""2025-08-29T17:01:47Z"", ""publisher"": ""Code for \""Inferring active and passive mechanical drive"
harvard_dataverse,stock market regimes 2026 extension,Emigrant Policy Regimes - Afghanistan,https://doi.org/10.7910/DVN/ABZYQ1,,"{""name"": ""Emigrant Policy Regimes - Afghanistan"", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/ABZYQ1"", ""global_id"": ""doi:10.7910/DVN/ABZYQ1"", ""description"": ""This dataset compiles historical developments, legal frameworks, policy discourses, and institutional practices related to emigration, diaspora engagement, and return in Afghanistan. Drawing on the EMIGPOL (Emigrant Policy Regimes) project, it captures both formal state policies and broader context."", ""published_at"": ""2026-01-08T"
harvard_dataverse,stock market regimes 2026 extension,Emigrant Policy Regimes - Glossary (EN),https://doi.org/10.7910/DVN/QB1OHT,,"{""name"": ""Emigrant Policy Regimes - Glossary (EN)"", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/QB1OHT"", ""global_id"": ""doi:10.7910/DVN/QB1OHT"", ""description"": ""This glossary compiles key terms and definitions used in the study of emigrant and diaspora policies, as developed through the EMIGPOL (Emigrant Policy Regimes) project. It reflects the project’s comparative, historical, and conceptual approach to mapping how states govern exit, diaspora engagement, and return."", ""published_at"""
harvard_dataverse,stock market regimes 2026 extension,Emigrant Policy Regimes - Glossary (TR),https://doi.org/10.7910/DVN/LLQIVY,,"{""name"": ""Emigrant Policy Regimes - Glossary (TR)"", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/LLQIVY"", ""global_id"": ""doi:10.7910/DVN/LLQIVY"", ""description"": ""EMIGPOL Sözlükçesi - Yurt Dışı Göçmen ve Diaspora Politikaları Terimleri: Bu sözlük, EMIGPOL (Emigrant Policy Regimes) projesi kapsamında geliştirilen, yurt dışı göçmen ve diaspora politikalarının incelenmesinde kullanılan temel terimleri ve tanımları derlemektedir. Devletlerin çıkış, yurt dışı göçmen/diaspora ile etkileşim ve "
harvard_dataverse,stock market regimes 2026 extension,"Data, Replication Codes, and Color Figures and Tables",https://doi.org/10.7910/DVN/SSB5M7,,"{""name"": ""Data, Replication Codes, and Color Figures and Tables"", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/SSB5M7"", ""global_id"": ""doi:10.7910/DVN/SSB5M7"", ""description"": ""Data, Replication Codes, and Color Figures and Tables of the manuscript entitled \""How do Energy Market Shocks Affect Economic Activity in the US under Changing Financial Conditions?\"" by Mehmet Balcilar, Ojonugwa Usman, and David Roubaud."", ""published_at"": ""2022-02-07T09:06:27Z"", ""publisher"": ""Financial Regimes, "
harvard_dataverse,stock market regimes 2026 extension,Replication Data for: Welfare Regimes and Support for Income Redistribution in Europe,https://doi.org/10.7910/DVN/S2EF8R,,"{""name"": ""Replication Data for: Welfare Regimes and Support for Income Redistribution in Europe"", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/S2EF8R"", ""image_url"": ""https://dataverse.harvard.edu/api/datasets/6326609/logo"", ""global_id"": ""doi:10.7910/DVN/S2EF8R"", ""description"": ""Income redistribution and changes in redistributive policies are highly contested issues that often have a bearing on societal debate and electoral competition. Using European Social Survey data, we trace trends"
harvard_dataverse,stock market regimes 2026 extension,"Replication Data for: ""Personalist Regimes and Rebel Sponsorships in Civil Conflicts""",https://doi.org/10.7910/DVN/EMVMKI,,"{""name"": ""Replication Data for: \""Personalist Regimes and Rebel Sponsorships in Civil Conflicts\"""", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/EMVMKI"", ""global_id"": ""doi:10.7910/DVN/EMVMKI"", ""description"": ""The replication data includes the following files: 1. “JCR_replication_code_oct24.R”, the R script to replicate all tables and figures included in the article and the online appendix 2. “exsupport_general_sept24.csv”: the CSV file used for empirical analysis in the article and the"
harvard_dataverse,stock market regimes 2026 extension,Authoritarian Regime Type Dataset Dataverse,https://doi.org/10.7910/DVN/VN3EBV,,"{""name"": ""Authoritarian Regime Type Dataset Dataverse"", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/VN3EBV"", ""global_id"": ""doi:10.7910/DVN/VN3EBV"", ""description"": ""This dataset is an updated and extended version of the widely used Wahman, Teorell, and Hadenius (WTH) (2013) dataset on autocratic regime types. While maintaining the original WTH framework, this update introduces a new democracy threshold based on the V-Dem Electoral Democracy Index (EDI) and provides novel regime classif"
harvard_dataverse,stock market regimes 2026 extension,Distributive Conflict and Regime Change: A Qualitative Dataset,https://doi.org/10.7910/DVN/O0GKQK,,"{""name"": ""Distributive Conflict and Regime Change: A Qualitative Dataset"", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/O0GKQK"", ""image_url"": ""https://dataverse.harvard.edu/api/datasets/56621/logo"", ""global_id"": ""doi:10.7910/DVN/O0GKQK"", ""published_at"": ""2012-05-26T00:00:00Z"", ""publisher"": ""Distributive Conflict and Regime Change Dataverse"", ""citationHtml"": ""Stephan Haggard; Robert Kaufman; Terence Teo, 2012, \""Distributive Conflict and Regime Change: A Qualitative Dataset\"", <a href=\"
harvard_dataverse,stock market regimes 2026 extension,Assessing Global Mangrove Soil Carbon Stocks,https://doi.org/10.7910/DVN/B93UAZ,,"{""name"": ""Assessing Global Mangrove Soil Carbon Stocks"", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/B93UAZ"", ""global_id"": ""doi:10.7910/DVN/B93UAZ"", ""description"": ""Assessing Global Mangrove Soil Carbon Stocks: Past Trends, Current Status, and Future Needs (for review only)"", ""published_at"": ""2025-08-14T19:44:23Z"", ""publisher"": ""Global Mangrove Carbon Stocks Database Dataverse"", ""citationHtml"": ""Hamilton, Stuart; Carruthers, Lucy, 2025, \""Assessing Global Mangrove Soil Carbon Stocks\"""
harvard_dataverse,Bull Bear Sideways Crisis market regime labels,Replication data for: The Great Powers and the International System,https://doi.org/10.7910/DVN/MTTJUX,,"{""name"": ""Replication data for: The Great Powers and the International System"", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/MTTJUX"", ""global_id"": ""doi:10.7910/DVN/MTTJUX"", ""description"": ""Do great leaders make history? Or are they compelled to act by historical circumstance? This debate has remained unresolved since Thomas Carlyle and Karl Marx framed it in the mid-nineteenth century, yet implicit answers inform our policies and our views of history. In this book, Professor Bear F. Br"
harvard_dataverse,Bull Bear Sideways Crisis market regime labels,Authoritarian Regime Type Dataset Dataverse,https://doi.org/10.7910/DVN/VN3EBV,,"{""name"": ""Authoritarian Regime Type Dataset Dataverse"", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/VN3EBV"", ""global_id"": ""doi:10.7910/DVN/VN3EBV"", ""description"": ""This dataset is an updated and extended version of the widely used Wahman, Teorell, and Hadenius (WTH) (2013) dataset on autocratic regime types. While maintaining the original WTH framework, this update introduces a new democracy threshold based on the V-Dem Electoral Democracy Index (EDI) and provides novel regime classif"
harvard_dataverse,Bull Bear Sideways Crisis market regime labels,"Replication data for: Political Irrelevance, Democracy, and the Limits of Militarized Conflict",https://doi.org/10.7910/DVN/JNTXOK,,"{""name"": ""Replication data for: Political Irrelevance, Democracy, and the Limits of Militarized Conflict"", ""type"": ""dataset"", ""url"": ""https://doi.org/10.7910/DVN/JNTXOK"", ""global_id"": ""doi:10.7910/DVN/JNTXOK"", ""description"": ""Although the statistical literature on conflict studies has generated strong and consistent findings on the relationship of political irrelevance and dyadic democracy to conflict, scholars have paid scant attention to the interesting theoretical issue of how they matter. Th"
