market,timeframe,variant_id,trades,mean_profit_ratio,win_rate,net_return_R
IWM,1d,defensive_rotation_long_h20,0,0.0,0.0,0.0
IWM,1d,index_breakdown_short_h3,124,-0.004321799556006753,0.41935483870967744,-0.5359031449448374
IWM,1d,index_breakdown_short_h5,92,-0.005982102268365002,0.4673913043478261,-0.5503534086895802
IWM,1d,index_breakdown_short_h10,62,-0.008500078030061604,0.43548387096774194,-0.5270048378638195
IWM,1d,index_breakdown_short_h20,44,-0.01996990632612906,0.36363636363636365,-0.8786758783496786
IWM,1d,range_mean_reversion_h3,198,-0.00355580534623167,0.41414141414141414,-0.7040494585538707
IWM,1d,range_mean_reversion_h5,157,-0.0008314660498199264,0.5095541401273885,-0.13054016982172845
IWM,1d,range_mean_reversion_h10,118,-0.0007075248489565539,0.5084745762711864,-0.08348793217687336
IWM,1d,range_mean_reversion_h20,83,-0.0048507254915895505,0.5903614457831325,-0.4026102158019327
IWM,1d,low_vol_carry_h3,0,0.0,0.0,0.0
IWM,1d,low_vol_carry_h5,0,0.0,0.0,0.0
IWM,1d,low_vol_carry_h10,0,0.0,0.0,0.0
IWM,1d,low_vol_carry_h20,0,0.0,0.0,0.0
IWM,1d,crisis_defensive_long_h3,0,0.0,0.0,0.0
IWM,1d,crisis_defensive_long_h5,0,0.0,0.0,0.0
IWM,1d,crisis_defensive_long_h10,0,0.0,0.0,0.0
IWM,1d,crisis_defensive_long_h20,0,0.0,0.0,0.0
IWM,1d,crisis_index_short_h3,7,-0.010764139119741683,0.2857142857142857,-0.07534897383819178
IWM,1d,crisis_index_short_h5,6,-0.02153218537524533,0.5,-0.12919311225147198
IWM,1d,crisis_index_short_h10,5,-0.01649708127296538,0.4,-0.0824854063648269
IWM,1d,crisis_index_short_h20,3,-0.016624347762589597,0.3333333333333333,-0.04987304328776879
GLD,1d,risk_on_momentum_h3,0,0.0,0.0,0.0
GLD,1d,risk_on_momentum_h5,0,0.0,0.0,0.0
GLD,1d,risk_on_momentum_h10,0,0.0,0.0,0.0
GLD,1d,risk_on_momentum_h20,0,0.0,0.0,0.0
GLD,1d,growth_breakout_h3,0,0.0,0.0,0.0
GLD,1d,growth_breakout_h5,0,0.0,0.0,0.0
GLD,1d,growth_breakout_h10,0,0.0,0.0,0.0
GLD,1d,growth_breakout_h20,0,0.0,0.0,0.0
GLD,1d,defensive_rotation_long_h3,82,0.002132133338362978,0.5609756097560976,0.1748349337457642
GLD,1d,defensive_rotation_long_h5,64,0.004177441780015503,0.59375,0.2673562739209922
GLD,1d,defensive_rotation_long_h10,43,0.010353428105775917,0.6744186046511628,0.4451974085483644
GLD,1d,defensive_rotation_long_h20,33,0.011895815061937334,0.6060606060606061,0.392561897043932
GLD,1d,index_breakdown_short_h3,0,0.0,0.0,0.0
GLD,1d,index_breakdown_short_h5,0,0.0,0.0,0.0
GLD,1d,index_breakdown_short_h10,0,0.0,0.0,0.0
GLD,1d,index_breakdown_short_h20,0,0.0,0.0,0.0
GLD,1d,range_mean_reversion_h3,0,0.0,0.0,0.0
GLD,1d,range_mean_reversion_h5,0,0.0,0.0,0.0
GLD,1d,range_mean_reversion_h10,0,0.0,0.0,0.0
GLD,1d,range_mean_reversion_h20,0,0.0,0.0,0.0
GLD,1d,low_vol_carry_h3,0,0.0,0.0,0.0
GLD,1d,low_vol_carry_h5,0,0.0,0.0,0.0
GLD,1d,low_vol_carry_h10,0,0.0,0.0,0.0
GLD,1d,low_vol_carry_h20,0,0.0,0.0,0.0
GLD,1d,crisis_defensive_long_h3,10,0.0017193665810586022,0.5,0.017193665810586022
GLD,1d,crisis_defensive_long_h5,7,0.0021588793578076176,0.42857142857142855,0.015112155504653323
GLD,1d,crisis_defensive_long_h10,5,0.01347891893259299,0.6,0.06739459466296495
GLD,1d,crisis_defensive_long_h20,4,0.01682439472319277,0.5,0.06729757889277108
GLD,1d,crisis_index_short_h3,0,0.0,0.0,0.0
GLD,1d,crisis_index_short_h5,0,0.0,0.0,0.0
GLD,1d,crisis_index_short_h10,0,0.0,0.0,0.0
GLD,1d,crisis_index_short_h20,0,0.0,0.0,0.0
TLT,1d,risk_on_momentum_h3,0,0.0,0.0,0.0
TLT,1d,risk_on_momentum_h5,0,0.0,0.0,0.0
TLT,1d,risk_on_momentum_h10,0,0.0,0.0,0.0
TLT,1d,risk_on_momentum_h20,0,0.0,0.0,0.0
TLT,1d,growth_breakout_h3,0,0.0,0.0,0.0
TLT,1d,growth_breakout_h5,0,0.0,0.0,0.0
TLT,1d,growth_breakout_h10,0,0.0,0.0,0.0
TLT,1d,growth_breakout_h20,0,0.0,0.0,0.0
TLT,1d,defensive_rotation_long_h3,82,1.3528271191119157e-05,0.4878048780487805,0.001109318237671771
TLT,1d,defensive_rotation_long_h5,65,-0.0015555749250334176,0.46153846153846156,-0.10111237012717214
TLT,1d,defensive_rotation_long_h10,44,-0.003274649126330356,0.4090909090909091,-0.14408456155853566
TLT,1d,defensive_rotation_long_h20,37,-0.0036851972611245745,0.40540540540540543,-0.13635229866160925
TLT,1d,index_breakdown_short_h3,0,0.0,0.0,0.0
TLT,1d,index_breakdown_short_h5,0,0.0,0.0,0.0
TLT,1d,index_breakdown_short_h10,0,0.0,0.0,0.0
TLT,1d,index_breakdown_short_h20,0,0.0,0.0,0.0
TLT,1d,range_mean_reversion_h3,0,0.0,0.0,0.0
TLT,1d,range_mean_reversion_h5,0,0.0,0.0,0.0
TLT,1d,range_mean_reversion_h10,0,0.0,0.0,0.0
TLT,1d,range_mean_reversion_h20,0,0.0,0.0,0.0
TLT,1d,low_vol_carry_h3,112,0.002031537206999283,0.5178571428571429,0.22753216718391972
TLT,1d,low_vol_carry_h5,94,0.0023241384189733997,0.574468085106383,0.21846901138349956
TLT,1d,low_vol_carry_h10,72,0.002666899778810006,0.5416666666666666,0.19201678407432043
TLT,1d,low_vol_carry_h20,57,0.004379782242481995,0.5263157894736842,0.2496475878214737
TLT,1d,crisis_defensive_long_h3,11,0.008151968067530595,0.6363636363636364,0.08967164874283655
TLT,1d,crisis_defensive_long_h5,9,0.010357926638006967,0.7777777777777778,0.0932213397420627
TLT,1d,crisis_defensive_long_h10,7,0.015352072063053787,0.7142857142857143,0.10746450444137651
TLT,1d,crisis_defensive_long_h20,5,0.02023456070863574,0.8,0.1011728035431787
TLT,1d,crisis_index_short_h3,0,0.0,0.0,0.0
TLT,1d,crisis_index_short_h5,0,0.0,0.0,0.0
TLT,1d,crisis_index_short_h10,0,0.0,0.0,0.0
TLT,1d,crisis_index_short_h20,0,0.0,0.0,0.0
UUP,1d,risk_on_momentum_h3,0,0.0,0.0,0.0
UUP,1d,risk_on_momentum_h5,0,0.0,0.0,0.0
UUP,1d,risk_on_momentum_h10,0,0.0,0.0,0.0
UUP,1d,risk_on_momentum_h20,0,0.0,0.0,0.0
UUP,1d,growth_breakout_h3,0,0.0,0.0,0.0
UUP,1d,growth_breakout_h5,0,0.0,0.0,0.0
UUP,1d,growth_breakout_h10,0,0.0,0.0,0.0
UUP,1d,growth_breakout_h20,0,0.0,0.0,0.0
UUP,1d,defensive_rotation_long_h3,90,-0.0016729335208052797,0.4222222222222222,-0.15056401687247517
UUP,1d,defensive_rotation_long_h5,67,0.00023812454950540904,0.5074626865671642,0.015954344816862406
UUP,1d,defensive_rotation_long_h10,46,-0.001349187568725887,0.45652173913043476,-0.062062628161390805
UUP,1d,defensive_rotation_long_h20,36,-0.0009589823268003632,0.4444444444444444,-0.034523363764813075
UUP,1d,index_breakdown_short_h3,0,0.0,0.0,0.0
UUP,1d,index_breakdown_short_h5,0,0.0,0.0,0.0
UUP,1d,index_breakdown_short_h10,0,0.0,0.0,0.0
UUP,1d,index_breakdown_short_h20,0,0.0,0.0,0.0
UUP,1d,range_mean_reversion_h3,0,0.0,0.0,0.0
UUP,1d,range_mean_reversion_h5,0,0.0,0.0,0.0
UUP,1d,range_mean_reversion_h10,0,0.0,0.0,0.0
UUP,1d,range_mean_reversion_h20,0,0.0,0.0,0.0
UUP,1d,low_vol_carry_h3,0,0.0,0.0,0.0
UUP,1d,low_vol_carry_h5,0,0.0,0.0,0.0
UUP,1d,low_vol_carry_h10,0,0.0,0.0,0.0
UUP,1d,low_vol_carry_h20,0,0.0,0.0,0.0
UUP,1d,crisis_defensive_long_h3,8,0.0027881905989978286,0.625,0.02230552479198263
UUP,1d,crisis_defensive_long_h5,6,0.007538471629956026,0.5,0.04523082977973616
UUP,1d,crisis_defensive_long_h10,5,0.013881749172959767,0.8,0.06940874586479884
UUP,1d,crisis_defensive_long_h20,4,0.01067478376284239,0.75,0.04269913505136956
UUP,1d,crisis_index_short_h3,0,0.0,0.0,0.0
UUP,1d,crisis_index_short_h5,0,0.0,0.0,0.0
UUP,1d,crisis_index_short_h10,0,0.0,0.0,0.0
UUP,1d,crisis_index_short_h20,0,0.0,0.0,0.0
HYG,1d,risk_on_momentum_h3,447,-0.0006238975037579027,0.47651006711409394,-0.2788821841797825
HYG,1d,risk_on_momentum_h5,324,-0.00027063504414124646,0.5370370370370371,-0.08768575430176385
HYG,1d,risk_on_momentum_h10,198,0.0011290356213305148,0.6111111111111112,0.22354905302344194
HYG,1d,risk_on_momentum_h20,117,0.0017758623339015865,0.6239316239316239,0.2077758930664856
HYG,1d,growth_breakout_h3,0,0.0,0.0,0.0
HYG,1d,growth_breakout_h5,0,0.0,0.0,0.0
HYG,1d,growth_breakout_h10,0,0.0,0.0,0.0
HYG,1d,growth_breakout_h20,0,0.0,0.0,0.0
HYG,1d,defensive_rotation_long_h3,0,0.0,0.0,0.0
HYG,1d,defensive_rotation_long_h5,0,0.0,0.0,0.0
HYG,1d,defensive_rotation_long_h10,0,0.0,0.0,0.0
HYG,1d,defensive_rotation_long_h20,0,0.0,0.0,0.0
HYG,1d,index_breakdown_short_h3,109,-0.0013974897312692834,0.43119266055045874,-0.1523263807083519
HYG,1d,index_breakdown_short_h5,81,-0.0011912788307789418,0.4444444444444444,-0.09649358529309428
HYG,1d,index_breakdown_short_h10,54,-0.004843441123875497,0.42592592592592593,-0.26154582068927684
HYG,1d,index_breakdown_short_h20,38,-0.009172277192804968,0.2894736842105263,-0.34854653332658875
HYG,1d,range_mean_reversion_h3,202,-0.0018703732032094393,0.3465346534653465,-0.37781538704830675
HYG,1d,range_mean_reversion_h5,161,-0.0009931792734208646,0.43478260869565216,-0.1599018630207592
HYG,1d,range_mean_reversion_h10,117,-0.001218184821384423,0.37606837606837606,-0.14252762410197747
HYG,1d,range_mean_reversion_h20,80,-0.0025815362464730067,0.5375,-0.20652289971784052
HYG,1d,low_vol_carry_h3,135,0.00042610509960952156,0.5777777777777777,0.05752418844728541
HYG,1d,low_vol_carry_h5,110,0.0011094957070546365,0.5909090909090909,0.12204452777601
HYG,1d,low_vol_carry_h10,89,0.0015311328391762918,0.6404494382022472,0.13627082268668997
HYG,1d,low_vol_carry_h20,63,0.00580550946931359,0.6984126984126984,0.3657470965667562
HYG,1d,crisis_defensive_long_h3,0,0.0,0.0,0.0
HYG,1d,crisis_defensive_long_h5,0,0.0,0.0,0.0
HYG,1d,crisis_defensive_long_h10,0,0.0,0.0,0.0
HYG,1d,crisis_defensive_long_h20,0,0.0,0.0,0.0
HYG,1d,crisis_index_short_h3,6,-0.008021107971952726,0.6666666666666666,-0.04812664783171636
HYG,1d,crisis_index_short_h5,5,-0.024016512341784764,0.4,-0.12008256170892381
HYG,1d,crisis_index_short_h10,4,-0.018579640435810427,0.5,-0.07431856174324171
HYG,1d,crisis_index_short_h20,3,-0.017302939245484105,0.3333333333333333,-0.05190881773645231
LQD,1d,risk_on_momentum_h3,0,0.0,0.0,0.0
LQD,1d,risk_on_momentum_h5,0,0.0,0.0,0.0
LQD,1d,risk_on_momentum_h10,0,0.0,0.0,0.0
LQD,1d,risk_on_momentum_h20,0,0.0,0.0,0.0
LQD,1d,growth_breakout_h3,0,0.0,0.0,0.0
LQD,1d,growth_breakout_h5,0,0.0,0.0,0.0
LQD,1d,growth_breakout_h10,0,0.0,0.0,0.0
LQD,1d,growth_breakout_h20,0,0.0,0.0,0.0
LQD,1d,defensive_rotation_long_h3,68,-0.0006692375763609546,0.5,-0.04550815519254491
LQD,1d,defensive_rotation_long_h5,54,0.001295066883266172,0.48148148148148145,0.0699336116963733
LQD,1d,defensive_rotation_long_h10,39,-0.0004771555046179665,0.5128205128205128,-0.018609064680100693
LQD,1d,defensive_rotation_long_h20,33,-9.323155696073066e-05,0.5151515151515151,-0.0030766413797041117
LQD,1d,index_breakdown_short_h3,0,0.0,0.0,0.0
LQD,1d,index_breakdown_short_h5,0,0.0,0.0,0.0
LQD,1d,index_breakdown_short_h10,0,0.0,0.0,0.0
LQD,1d,index_breakdown_short_h20,0,0.0,0.0,0.0
LQD,1d,range_mean_reversion_h3,0,0.0,0.0,0.0
LQD,1d,range_mean_reversion_h5,0,0.0,0.0,0.0
LQD,1d,range_mean_reversion_h10,0,0.0,0.0,0.0
LQD,1d,range_mean_reversion_h20,0,0.0,0.0,0.0
LQD,1d,low_vol_carry_h3,125,0.0004993168135543403,0.536,0.06241460169429254
LQD,1d,low_vol_carry_h5,109,0.0010193990600356779,0.5963302752293578,0.11111449754388888
LQD,1d,low_vol_carry_h10,87,0.0018021758906896488,0.5862068965517241,0.15678930248999945
LQD,1d,low_vol_carry_h20,65,0.005329763816037057,0.6615384615384615,0.3464346480424087
LQD,1d,crisis_defensive_long_h3,10,0.0006834425411557882,0.6,0.006834425411557881
LQD,1d,crisis_defensive_long_h5,9,0.008719932028740059,0.6666666666666666,0.07847938825866052
LQD,1d,crisis_defensive_long_h10,7,-0.006685241656375384,0.42857142857142855,-0.04679669159462769
LQD,1d,crisis_defensive_long_h20,5,0.0031597170580424756,0.4,0.01579858529021238
LQD,1d,crisis_index_short_h3,0,0.0,0.0,0.0
LQD,1d,crisis_index_short_h5,0,0.0,0.0,0.0
LQD,1d,crisis_index_short_h10,0,0.0,0.0,0.0
LQD,1d,crisis_index_short_h20,0,0.0,0.0,0.0
DBC,1d,risk_on_momentum_h3,0,0.0,0.0,0.0
DBC,1d,risk_on_momentum_h5,0,0.0,0.0,0.0
DBC,1d,risk_on_momentum_h10,0,0.0,0.0,0.0
DBC,1d,risk_on_momentum_h20,0,0.0,0.0,0.0
DBC,1d,growth_breakout_h3,0,0.0,0.0,0.0
DBC,1d,growth_breakout_h5,0,0.0,0.0,0.0
DBC,1d,growth_breakout_h10,0,0.0,0.0,0.0
DBC,1d,growth_breakout_h20,0,0.0,0.0,0.0
DBC,1d,defensive_rotation_long_h3,57,0.0013688605008332175,0.5263157894736842,0.0780250485474934
DBC,1d,defensive_rotation_long_h5,44,-0.0023705214514539385,0.5,-0.10430294386397329
DBC,1d,defensive_rotation_long_h10,31,0.001038062629769461,0.45161290322580644,0.03217994152285329
DBC,1d,defensive_rotation_long_h20,25,-0.006853243765441403,0.44,-0.1713310941360351
DBC,1d,index_breakdown_short_h3,0,0.0,0.0,0.0
DBC,1d,index_breakdown_short_h5,0,0.0,0.0,0.0
DBC,1d,index_breakdown_short_h10,0,0.0,0.0,0.0
DBC,1d,index_breakdown_short_h20,0,0.0,0.0,0.0
DBC,1d,range_mean_reversion_h3,0,0.0,0.0,0.0
DBC,1d,range_mean_reversion_h5,0,0.0,0.0,0.0
DBC,1d,range_mean_reversion_h10,0,0.0,0.0,0.0
DBC,1d,range_mean_reversion_h20,0,0.0,0.0,0.0
DBC,1d,low_vol_carry_h3,0,0.0,0.0,0.0
DBC,1d,low_vol_carry_h5,0,0.0,0.0,0.0
DBC,1d,low_vol_carry_h10,0,0.0,0.0,0.0
DBC,1d,low_vol_carry_h20,0,0.0,0.0,0.0
DBC,1d,crisis_defensive_long_h3,8,0.004295197276050763,0.625,0.0343615782084061
DBC,1d,crisis_defensive_long_h5,6,0.017944751415075292,0.6666666666666666,0.10766850849045176
DBC,1d,crisis_defensive_long_h10,5,-0.003719559056478581,0.4,-0.018597795282392904
DBC,1d,crisis_defensive_long_h20,4,-0.049736370835515575,0.25,-0.1989454833420623
DBC,1d,crisis_index_short_h3,0,0.0,0.0,0.0
DBC,1d,crisis_index_short_h5,0,0.0,0.0,0.0
DBC,1d,crisis_index_short_h10,0,0.0,0.0,0.0
DBC,1d,crisis_index_short_h20,0,0.0,0.0,0.0
BTC-USD,1d,risk_on_momentum_h3,282,0.01213491476141479,0.5035460992907801,3.422045962718971
BTC-USD,1d,risk_on_momentum_h5,206,0.025356939795858933,0.5533980582524272,5.22352959794694
BTC-USD,1d,risk_on_momentum_h10,127,0.0480376235397518,0.5669291338582677,6.100778189548478
BTC-USD,1d,risk_on_momentum_h20,79,0.09575655142995161,0.620253164556962,7.5647675629661775
BTC-USD,1d,growth_breakout_h3,265,0.013743680962684322,0.5245283018867924,3.6420754551113452
BTC-USD,1d,growth_breakout_h5,200,0.026748905016066703,0.55,5.349781003213341
BTC-USD,1d,growth_breakout_h10,129,0.047593481621310614,0.5503875968992248,6.139559129149069
BTC-USD,1d,growth_breakout_h20,78,0.08426441014607085,0.5769230769230769,6.572623991393526
BTC-USD,1d,defensive_rotation_long_h3,0,0.0,0.0,0.0
BTC-USD,1d,defensive_rotation_long_h5,0,0.0,0.0,0.0
BTC-USD,1d,defensive_rotation_long_h10,0,0.0,0.0,0.0
BTC-USD,1d,defensive_rotation_long_h20,0,0.0,0.0,0.0
BTC-USD,1d,index_breakdown_short_h3,0,0.0,0.0,0.0
BTC-USD,1d,index_breakdown_short_h5,0,0.0,0.0,0.0
BTC-USD,1d,index_breakdown_short_h10,0,0.0,0.0,0.0
BTC-USD,1d,index_breakdown_short_h20,0,0.0,0.0,0.0
BTC-USD,1d,range_mean_reversion_h3,62,-0.01941136256355324,0.4032258064516129,-1.2035044789403009
BTC-USD,1d,range_mean_reversion_h5,56,-0.03553184139390171,0.39285714285714285,-1.9897831180584957
BTC-USD,1d,range_mean_reversion_h10,47,-0.044793783642389715,0.40425531914893614,-2.1053078311923166
BTC-USD,1d,range_mean_reversion_h20,39,-0.07222723205207625,0.28205128205128205,-2.8168620500309736
BTC-USD,1d,low_vol_carry_h3,0,0.0,0.0,0.0
BTC-USD,1d,low_vol_carry_h5,0,0.0,0.0,0.0
BTC-USD,1d,low_vol_carry_h10,0,0.0,0.0,0.0
BTC-USD,1d,low_vol_carry_h20,0,0.0,0.0,0.0
BTC-USD,1d,crisis_defensive_long_h3,0,0.0,0.0,0.0
BTC-USD,1d,crisis_defensive_long_h5,0,0.0,0.0,0.0
BTC-USD,1d,crisis_defensive_long_h10,0,0.0,0.0,0.0
BTC-USD,1d,crisis_defensive_long_h20,0,0.0,0.0,0.0
BTC-USD,1d,crisis_index_short_h3,5,-0.06685030186663923,0.2,-0.33425150933319614
BTC-USD,1d,crisis_index_short_h5,5,-0.06266915587400053,0.4,-0.31334577937000263
BTC-USD,1d,crisis_index_short_h10,4,-0.009965777088818665,0.75,-0.03986310835527466
BTC-USD,1d,crisis_index_short_h20,4,-0.02374210853190291,0.75,-0.09496843412761163
ETH-USD,1d,risk_on_momentum_h3,188,0.011808560584076429,0.5053191489361702,2.2200093898063686
ETH-USD,1d,risk_on_momentum_h5,140,0.027765381036526697,0.5428571428571428,3.8871533451137377
ETH-USD,1d,risk_on_momentum_h10,84,0.060390342332540946,0.5952380952380952,5.0727887559334395
ETH-USD,1d,risk_on_momentum_h20,52,0.13321977083787948,0.6346153846153846,6.927428083569733
ETH-USD,1d,growth_breakout_h3,188,0.013771441708516538,0.5053191489361702,2.589031041201109
ETH-USD,1d,growth_breakout_h5,142,0.028016441077274655,0.5352112676056338,3.978334632973001
ETH-USD,1d,growth_breakout_h10,87,0.04903932614241673,0.5287356321839081,4.266421374390256
ETH-USD,1d,growth_breakout_h20,54,0.11457784754134558,0.5925925925925926,6.187203767232661
ETH-USD,1d,defensive_rotation_long_h3,0,0.0,0.0,0.0
ETH-USD,1d,defensive_rotation_long_h5,0,0.0,0.0,0.0
ETH-USD,1d,defensive_rotation_long_h10,0,0.0,0.0,0.0
ETH-USD,1d,defensive_rotation_long_h20,0,0.0,0.0,0.0
ETH-USD,1d,index_breakdown_short_h3,0,0.0,0.0,0.0
ETH-USD,1d,index_breakdown_short_h5,0,0.0,0.0,0.0
ETH-USD,1d,index_breakdown_short_h10,0,0.0,0.0,0.0
ETH-USD,1d,index_breakdown_short_h20,0,0.0,0.0,0.0
ETH-USD,1d,range_mean_reversion_h3,44,-0.011332029601615511,0.5454545454545454,-0.4986093024710825
ETH-USD,1d,range_mean_reversion_h5,40,-0.008330001669897885,0.55,-0.3332000667959154
ETH-USD,1d,range_mean_reversion_h10,31,0.019161752882992218,0.4838709677419355,0.5940143393727587
ETH-USD,1d,range_mean_reversion_h20,26,0.020755950781799513,0.5384615384615384,0.5396547203267873
ETH-USD,1d,low_vol_carry_h3,0,0.0,0.0,0.0
ETH-USD,1d,low_vol_carry_h5,0,0.0,0.0,0.0
ETH-USD,1d,low_vol_carry_h10,0,0.0,0.0,0.0
ETH-USD,1d,low_vol_carry_h20,0,0.0,0.0,0.0
ETH-USD,1d,crisis_defensive_long_h3,0,0.0,0.0,0.0
