,vix,vix_z20,vix_z60,vix_chg5,vix_chg20,vix3m,vix3m_z20,vix3m_z60,vix3m_chg5,vix3m_chg20,vix9d,vix9d_z20,vix9d_z60,vix9d_chg5,vix9d_chg20,vvix,vvix_z20,vvix_z60,vvix_chg5,vvix_chg20,skew,skew_z20,skew_z60,skew_chg5,skew_chg20,total_pc,total_pc_z20,total_pc_z60,total_pc_chg5,total_pc_chg20,equity_pc,equity_pc_z20,equity_pc_z60,equity_pc_chg5,equity_pc_chg20,index_pc,index_pc_z20,index_pc_z60,index_pc_chg5,index_pc_chg20,vix9d_vix_ratio,vix3m_vix_ratio,vvix_vix_ratio,index_equity_pc_spread,total_pc_volume_z20,equity_pc_volume_z20,index_pc_volume_z20,root_label
2024-05-17,11.99,-1.461034173891339,-1.5144339913217846,-0.04462151394422309,-0.359166221272047,13.99,-1.448817216380058,-1.61512735326796,-0.04570259208731242,-0.2732467532467532,9.67,-1.8936291426414533,-1.8904253202055872,-0.18189509306260576,-0.4666298952013237,78.43,-0.0161337818907824,-0.6006121616486052,0.07057057057057059,-0.20849732566353818,143.05,1.4664700697765225,0.24819597129687554,0.04187909686817193,0.07233883058470769,,,,,,,,,,,,,,,,0.8065054211843202,1.1668056713928274,6.541284403669725,,,,,UnknownOrMixed
2024-05-20,12.15,-1.2765146489260104,-1.3820579632428824,-0.10661764705882348,-0.2827626918536009,14.11,-1.2642123230816513,-1.48009860513223,-0.05238415043653466,-0.1996596710153148,10.53,-1.3796251930380756,-1.4964904744129706,-0.2319474835886215,-0.39656160458452727,79.45,0.4420020256370907,-0.4718710315900152,0.024500322372662975,-0.11268706723252175,144.54,1.5902644961268724,0.4680078454904783,0.03501611170784091,0.09766099635479941,,,,,,,,,,,,,,,,0.8666666666666666,1.1613168724279834,6.539094650205762,,,,,UnknownOrMixed
2024-05-21,11.86,-1.354383571418724,-1.506718257842947,-0.11624441132637853,-0.24410452517527093,13.95,-1.296096708585441,-1.560536508163919,-0.05102040816326536,-0.16366906474820142,10.08,-1.4314179179447601,-1.6280735143397036,-0.24267468069120968,-0.37969230769230766,77.62,-0.043420354073996546,-0.6974144346654498,-0.0003863490019317961,-0.05755220981058762,149.52,2.169951142355259,1.1796802924833638,0.0666286203452704,0.10257355652238043,,,,,,,,,,,,,,,,0.8499156829679596,1.1762225969645868,6.544688026981451,,,,,UnknownOrMixed
2024-05-22,12.29,-0.9526512327731826,-1.2342867489129974,-0.012851405622489986,-0.23043206011271145,14.31,-0.8479168491379807,-1.2649814537526156,0.016335227272727293,-0.1502375296912114,11.14,-0.8533692953032618,-1.1690926259082526,-0.024518388791593626,-0.31614487415592385,79.96,0.8320102315506684,-0.40287363819218924,0.04783121478181096,-0.043655065183590525,150.14,1.926517391009243,1.2543799320002267,0.06754835039817975,0.11165407966829544,,,,,,,,,,,,,,,,0.9064279902359643,1.1643612693246543,6.506102522375915,,,,,UnknownOrMixed
2024-05-23,12.77,-0.49050833025930857,-0.9428709029281507,0.028180354267310692,-0.16916070266753414,14.67,-0.3785194174316668,-0.9767665117435365,0.03164556962025311,-0.10384850335980456,10.79,-0.9326360020755966,-1.2752473554264465,-0.015510948905109623,-0.31752055660974077,84.62,2.2487574060539672,0.18288406299906457,0.08850012863390799,0.025199903077295804,153.33,2.047755228833361,1.6844786472616156,0.037064592492391135,0.14357100238663478,,,,,,,,,,,,,,,,0.8449490994518402,1.148786217697729,6.62646828504307,,,,,Bull
2024-05-24,11.93,-1.1082208637286395,-1.3873284682350577,-0.005004170141784892,-0.20625415834996674,14.17,-0.8748629216731174,-1.3342173978404985,0.012866333095067795,-0.12907191149354635,9.19,-1.5353188038906604,-1.8448656823220897,-0.04963805584281289,-0.3735514655760055,79.09,0.4671533670583501,-0.5280379102964302,0.008415147265077083,-0.005907491201608828,155.86,2.033051981096779,1.9871667093288183,0.08954910870325072,0.10648871219650724,,,,,,,,,,,,,,,,0.7703269069572506,1.1877619446772842,6.629505448449288,,,,,UnknownOrMixed
2024-05-27,12.36,-0.6511948401702174,-1.1315924702494664,0.01728395061728394,-0.15746421267893662,14.17,-0.7912310438142409,-1.3114471359701114,0.00425230333097093,-0.114375,9.19,-1.3850583876833484,-1.7870369073093202,-0.1272554605887939,-0.39179351422898745,79.09,0.4508676558240119,-0.5320555561743736,-0.0045311516677155605,0.011122475070314497,155.86,1.7510201619546344,1.9347964761578418,0.07831742078317427,0.12697035430224157,,,,,,,,,,,,,,,,0.7435275080906149,1.1464401294498383,6.398867313915858,,,,,UnknownOrMixed
2024-05-28,12.92,-0.015443334321811565,-0.8113421692247452,0.08937605396290049,-0.17444089456869016,14.72,0.021513538809170236,-0.8904414512278039,0.05519713261648751,-0.1127185051235684,11.51,-0.17315457743756474,-0.8841672155568582,0.1418650793650793,-0.3091236494597839,81.64,1.2845889064781422,-0.2101615156721251,0.0517907755733058,-0.002199951112197396,152.23,1.1876963295971188,1.4006577979717414,0.018124665596575662,0.14977341389728083,,,,,,,,,,,,,,,,0.8908668730650154,1.1393188854489165,6.318885448916409,,,,,UnknownOrMixed
2024-05-29,14.28,1.814696780367131,-0.05442219158165554,0.16192026037428797,-0.0721247563352827,15.45,1.4684405011933963,-0.3418849500366825,0.0796645702306078,-0.06759203379601697,13.41,1.1029776775749784,-0.15368544849626337,0.2037701974865349,-0.1571338780641106,83.79,1.8572996372022395,0.0662869407123381,0.047898949474737496,0.022702306847308673,151.8,1.0287311377418598,1.3088795042063164,0.01105634740908501,0.13835770528683922,,,,,,,,,,,,,,,,0.939075630252101,1.0819327731092436,5.86764705882353,,,,,Bull
2024-05-30,14.47,2.142987253180138,0.05136874882241931,0.1331245105716523,-0.014305177111716527,15.59,1.9669831060890492,-0.23313862152259648,0.0627130197682344,-0.0286604361370717,13.67,1.4064044038843848,-0.047261208529823386,0.26691380908248385,-0.08008075370121126,83.44,1.559920828905452,0.020618325005559775,-0.0139446939257859,0.06171268609237801,146.61,0.3422108115301617,0.606222331818141,-0.043827039718254746,0.10967302452316074,,,,,,,,,,,,,,,,0.9447131997235659,1.0774015203870075,5.766413268832066,,,,,Bull
2024-05-31,12.92,0.10977424628897124,-0.7910437778385258,0.08298407376362116,-0.04225352112676062,14.66,0.13731715849010487,-0.9014384908559702,0.03458009880028223,-0.0399476096922069,11.68,0.04256582204968391,-0.7828956770831837,0.2709466811751904,-0.026666666666666727,78.27,0.018071523078525296,-0.6331915005009572,-0.010367935263623784,0.04961780877028299,148.1,0.459610555708898,0.7893588352934878,-0.04978827152572829,0.09557626867879865,,,,,,,,,,,,,,,,0.9040247678018576,1.1346749226006192,6.058049535603715,,,,,UnknownOrMixed
2024-06-03,13.11,0.40186521369647454,-0.6687666219807864,0.06067961165048552,-0.028169014084507116,14.8,0.46936260147252107,-0.7764236609040164,0.044460127028934426,-0.01464713715046595,13.91,1.5043332835410077,0.06661871016774627,0.513601741022851,0.05940594059405946,78.79,0.09871676154919172,-0.5494641707011528,-0.0037931470476672002,0.07255649332970338,139.01,-0.8266344214812887,-0.41166526740927695,-0.10810984216604658,0.06865006150061492,,,,,,,,,,,,,,,,1.061022120518688,1.1289092295957286,6.0099160945842875,,,,,UnknownOrMixed
2024-06-04,13.16,0.47740735467485385,-0.6215731430964179,0.018575851393188847,-0.005291005291005346,14.88,0.6554792853451799,-0.6966578458097118,0.010869565217391353,-0.004682274247491569,14.28,1.5997224419057425,0.22267965524763805,0.2406602953953083,0.11912225705329149,77.65,-0.3209055126249157,-0.6718228130608109,-0.04887310142087209,0.04172256506573646,138.18,-1.0177791395144296,-0.5114823963615667,-0.09229455429284628,0.03397186471116442,,,,,,,,,,,,,,,,1.0851063829787233,1.1306990881458967,5.900455927051672,,,,,Bull
2024-06-05,12.63,-0.23459227534420046,-0.8960609106967662,-0.11554621848739488,-0.028461538461538427,14.54,-0.05231370673544313,-0.9250334592723872,-0.0588996763754045,-0.024161073825503476,13.99,1.3112386310025954,0.11223999864879633,0.0432513049962715,0.12099358974358965,75.24,-1.139462286600653,-0.9547280141090326,-0.10204081632653073,0.009932885906040134,141.4,-0.6589512850886816,-0.08383551982126855,-0.06851119894598157,0.06124287000900619,,,,,,,,,,,,,,,,1.1076801266825018,1.1512272367379255,5.957244655581947,,,,,UnknownOrMixed
2024-06-06,12.58,-0.29601340763178746,-0.9068602477253289,-0.13061506565307535,-0.008668242710795804,14.54,-0.03348950307749606,-0.9059120163013833,-0.06735086593970496,-0.011556764106050443,13.47,0.9290874331082672,-0.08272533030169885,-0.014630577907827291,0.13003355704697994,77.91,-0.3461211416183711,-0.597009655705729,-0.0662751677852349,0.0561203741358276,140.18,-0.9135338762581936,-0.23641463558211842,-0.04385785417092969,0.02726073574673893,,,,,,,,,,,,,,,,1.0707472178060413,1.1558028616852145,6.1931637519872815,,,,,UnknownOrMixed
2024-06-07,12.22,-0.7632204568807887,-1.0718053713655984,-0.05417956656346745,-0.026294820717131517,14.41,-0.295557521710358,-0.9716000707410406,-0.017053206002728527,-0.017053206002728527,12.33,0.24485593985683152,-0.5025880406072295,0.05565068493150682,0.043147208121827374,76.65,-0.950669323286741,-0.7317281970831491,-0.020697585281717057,0.046273546273546184,139.61,-1.0509903035484747,-0.3021771603620736,-0.057326130992572444,0.01682447195921344,,,,,,,,,,,,,,,,1.0090016366612111,1.179214402618658,6.272504091653028,,,,,Bull
2024-06-10,12.74,0.009247228660398758,-0.7734895050847135,-0.02822273073989312,-0.06323529411764706,14.6,0.16322597465987232,-0.8108381097600914,-0.013513513513513598,-0.019476158495634666,12.85,0.5874679454616372,-0.29519483223971604,-0.07620416966211363,-0.06272793581327507,78.97,-0.05833295539578536,-0.4141867433396879,0.0022845538773954566,0.018310767246937587,141.56,-0.7518611800842292,-0.05022724024243217,0.018344004028487237,0.013677049767275351,,,,,,,,,,,,,,,,1.0086342229199372,1.1459968602825745,6.1985871271585555,,,,,UnknownOrMixed
2024-06-11,12.85,0.21169753251344842,-0.6985742815136475,-0.023556231003039496,-0.04247391952309987,14.49,-0.06260070264130935,-0.8639980858760795,-0.02620967741935487,-0.014285714285714235,12.87,0.6189853736701603,-0.277245176263856,-0.09873949579831931,-0.03305785123966953,79.95,0.2905740062682158,-0.27430645433051426,0.02962009014810052,0.02962009014810052,144.7,-0.2631569563636024,0.3549218523647384,0.04718483137936014,0.03224425738336412,,,,,,,,,,,,,,,,1.001556420233463,1.1276264591439689,6.221789883268483,,,,,UnknownOrMixed
2024-06-12,12.04,-0.9220773629175726,-1.1025917505275677,-0.046714172604909066,-0.032931726907630576,14.12,-0.9135981406828191,-1.0954310062038757,-0.028885832187070193,0.0028409090909089496,10.4,-0.8299386677037965,-1.1866866655422073,-0.25661186561829874,-0.08931698774080554,77.6,-0.7027288040020684,-0.5621299870142198,0.031366294524189264,0.01690473070370846,150.66,0.6982885219576623,1.1117186390720781,0.06548797736916545,0.07124573378839605,,,,,,,,,,,,,,,,0.8637873754152825,1.1727574750830565,6.445182724252492,,,,,Bull
2024-06-13,11.94,-1.0055196964841437,-1.1360588848900557,-0.05087440381558028,-0.03864734299516914,14.17,-0.7900314907454397,-1.03828258927605,-0.02544704264099029,-0.0035161744022503827,10.28,-0.8684267840785925,-1.213952065727968,-0.23682256867112106,-0.06204379562043805,78.2,-0.46611042430318234,-0.48329502916816947,0.0037222436144270787,0.00591715976331364,162.25,2.231664579319848,2.4466787759261894,0.15744043372806393,0.09739600946905647,,,,,,,,,,,,,,,,0.8609715242881072,1.1867671691792294,6.549413735343384,,,,,UnknownOrMixed
2024-06-14,12.66,-0.048641279746557554,-0.7563736402526905,0.036006546644844484,0.05587989991659725,14.84,0.6577023545497266,-0.5671122501088324,0.029840388619014613,0.06075768406004278,11.0,-0.5034800891158603,-0.9421265810667991,-0.10786699107866993,0.13753877973112716,83.72,1.6035035684032055,0.21230540409925128,0.09223744292237424,0.0674486803519061,156.18,1.18479938142333,1.6775225722591522,0.11868777308215739,0.09178608878014671,,,,,,,,,,,,,,,,0.8688783570300158,1.1721958925750395,6.612954186413902,,,,,UnknownOrMixed
2024-06-17,12.75,0.03783501399746293,-0.7055135607148891,0.0007849293563579884,0.04938271604938271,14.79,0.4726583874600052,-0.5944333246218381,0.013013698630137016,0.04819277108433728,11.94,0.02535649281725584,-0.6002078616860528,-0.07081712062256806,0.13390313390313402,83.34,1.3133184692244866,0.14931977537048255,0.05533746992528821,0.0489616110761486,153.84,0.7672227197259095,1.4023897368641443,0.08674766883300378,0.06434205064342069,,,,,,,,,,,,,,,,0.936470588235294,1.16,6.536470588235295,,,,,UnknownOrMixed
2024-06-18,12.3,-0.6709240736048107,-0.9270344397376443,-0.04280155642023342,0.03709949409780777,14.69,0.15358267554996713,-0.6535233317537624,0.013802622498274575,0.053046594982078865,11.12,-0.5288113480278609,-0.905011622735207,-0.135975135975136,0.10317460317460303,80.63,0.26309183757397575,-0.21063608080920432,0.008505315822388892,0.03877866529245022,142.9,-0.7596975683737331,0.06540030103956514,-0.012439530062197557,-0.04427501337613704,,,,,,,,,,,,,,,,0.9040650406504064,1.1943089430894307,6.555284552845528,,,,,UnknownOrMixed
2024-06-19,12.48,-0.41791192425619417,-0.8237682503226339,0.036544850498339,0.015459723352319044,14.69,0.10654604030192984,-0.6446169738420092,0.040368271954674295,0.02655485674353586,11.12,-0.5279903616528491,-0.8998749285057929,0.0692307692307692,-0.0017953321364453378,80.63,0.2501123104111819,-0.21985969129171246,0.0390463917525774,0.008379189594797332,142.9,-0.6997922307493096,0.09924907674166565,-0.05150670383645284,-0.04822165978420134,,,,,,,,,,,,,,,,0.891025641025641,1.1770833333333333,6.460737179487179,,,,,UnknownOrMixed
2024-06-20,13.28,0.7452183611565866,-0.4164397032420863,0.11222780569514246,0.039937353171495715,15.41,1.7371258679816437,-0.15381891682311374,0.08750882145377559,0.050443081117927724,12.36,0.21386123475309993,-0.45062660221516676,0.2023346303501945,0.1455050973123262,85.72,2.0483414404560345,0.42434344936366236,0.0961636828644501,0.012999290947766529,148.6,0.14037303772157844,0.878379306679795,-0.08412942989214178,-0.03084849670645029,,,,,,,,,,,,,,,,0.9307228915662651,1.1603915662650603,6.454819277108434,,,,,Sideways
2024-06-21,13.2,0.5516788039615802,-0.4598253436348038,0.04265402843601884,0.10645431684828166,15.17,1.054193512899464,-0.3189872842558092,0.022237196765498624,0.07057163020465773,10.96,-0.811953553086737,-0.9854539832872646,-0.0036363636363635488,0.1926006528835693,83.31,1.0744318955759735,0.09461073339469599,-0.004897276636407044,0.053356935137185424,151.79,0.6453917147059873,1.3274630947254111,-0.028108592649507047,-0.026113178493520017,,,,,,,,,,,,,,,,0.8303030303030304,1.1492424242424244,6.3113636363636365,,,,,Sideways
2024-06-24,13.33,0.6801425805287274,-0.38946250602505367,0.0454901960784313,0.07847896440129465,15.23,1.0942008928535498,-0.2741403619097093,0.02974983096686956,0.0748059280169373,11.83,-0.33486921389463015,-0.6487805488296652,-0.009212730318257867,0.28726877040261156,84.8,1.4150551361624166,0.2772754538077627,0.0175185985121189,0.07219623214059934,147.13,0.022929772470349195,0.6974444585896477,-0.04361674466978682,-0.05601180546644435,,,,,,,,,,,,,,,,0.8874718679669917,1.1425356339084771,6.361590397599399,,,,,UnknownOrMixed
2024-06-25,12.84,-0.07625457212195455,-0.6258126867855143,0.04390243902439028,-0.006191950464396245,14.86,0.15775535888716016,-0.5141487487976346,0.011572498298161982,0.009510869565217295,11.1,-0.8905207798832935,-0.900419803804533,-0.0017985611510791255,-0.035621198957428324,82.87,0.7487919672750064,0.022588008836508328,0.027781222869899702,0.015066144047035879,146.64,-0.00975241984582399,0.6194101595242962,0.026172148355493308,-0.0367207514944492,,,,,,,,,,,,,,,,0.8644859813084111,1.1573208722741433,6.454049844236761,,,,,UnknownOrMixed
2024-06-26,12.55,-0.45405201192616385,-0.7564072409631558,0.00560897435897445,-0.1211484593837534,14.71,-0.13300890704984358,-0.6019030867901879,0.001361470388019148,-0.04789644012944971,10.51,-1.2191746352182276,-1.0934928058602769,-0.05485611510791366,-0.21625652498135717,81.45,0.33316044887538687,-0.16545890824930118,0.01016991194344552,-0.027926960257787403,143.49,-0.4454636059454389,0.18640237641320326,0.004128761371588574,-0.054743083003952586,,,,,,,,,,,,,,,,0.8374501992031872,1.1721115537848605,6.49003984063745,,,,,Sideways
2024-06-27,12.24,-1.1053634993030717,-0.8852903467034781,-0.07831325301204817,-0.1541119557705598,14.42,-0.8685835234394179,-0.7733154308293013,-0.064243997404283,-0.07504810776138549,10.49,-1.120061145530767,-1.066725948456273,-0.15129449838187692,-0.23262618873445495,79.5,-0.26187172234953987,-0.4021157310230583,-0.07256182921138588,-0.04721955896452534,143.06,-0.4825773300685699,0.12738585615410974,-0.03728129205921937,-0.024213900825318935,,,,,,,,,,,,,,,,0.8570261437908496,1.1781045751633987,6.495098039215686,,,,,Sideways
2024-06-28,12.44,-0.5564425746242249,-0.7550076726187481,-0.05757575757575761,-0.037151702786377694,14.52,-0.5338168873459005,-0.6786416148746599,-0.04284772577455509,-0.009549795361528002,10.54,-1.0079407959796822,-1.013776712400629,-0.038321167883211826,-0.0976027397260274,79.48,-0.2927591417567412,-0.38352406036123315,-0.04597287240427317,0.015459307525233168,141.79,-0.6284109601882862,-0.041187938860476316,-0.0658804927860861,-0.042606347062795424,,,,,,,,,,,,,,,,0.8472668810289389,1.167202572347267,6.389067524115756,,,,,Sideways
2024-07-01,12.22,-0.9923158652882064,-0.8415402825181141,-0.08327081770442601,-0.06788710907704032,14.19,-1.3781490341982723,-0.8785787539262987,-0.06828627708470125,-0.041216216216216295,10.93,-0.6358212097804877,-0.8422162856692708,-0.07607776838546076,-0.21423436376707405,76.05,-1.3733222112140855,-0.817234647358737,-0.10318396226415094,-0.03477598680035554,145.82,-0.05090833352862645,0.4873325866788946,-0.008903690613742965,0.04898928134666569,,,,,,,,,,,,,,,,0.8944353518821603,1.1612111292962355,6.223404255319148,,,,,Sideways
2024-07-02,12.03,-1.3218026426896063,-0.9105608963976737,-0.0630841121495328,-0.08586626139817632,14.01,-1.65371079685831,-0.971230741210505,-0.05720053835800809,-0.058467741935483986,10.6,-0.8450892398579651,-0.9348652293369842,-0.04504504504504503,-0.25770308123249297,77.06,-1.018183413211962,-0.6640085315094006,-0.07010981054663934,-0.007598197037991028,147.16,0.0981539668666578,0.6477934721747878,0.0035460992907803135,0.06498769720654218,,,,,,,,,,,,,,,,0.8811305070656692,1.1645885286783042,6.405652535328346,,,,,Sideways
2024-07-03,12.09,-1.0721583069378762,-0.8503256793237858,-0.03665338645418337,-0.04275534441805229,14.02,-1.4628674341859822,-0.9327339960563553,-0.04690686607749839,-0.03576341127922966,10.72,-0.6815985973201857,-0.8609443907260153,0.019980970504281714,-0.2337383845604003,78.07,-0.7785770714621054,-0.5054976442731182,-0.041497851442602984,0.0376129718234981,148.83,0.32518653053623325,0.8467138329574491,0.03721513694334111,0.052545968882602656,,,,,,,,,,,,,,,,0.8866832092638545,1.1596360628618694,6.457402812241521,,,,,Sideways
2024-07-04,12.26,-0.6214233052234508,-0.7385067163573622,0.0016339869281045694,-0.025437201907790197,14.02,-1.3273867491803204,-0.9025760224974754,-0.0277392510402219,-0.03576341127922966,10.72,-0.6214547471325651,-0.8357844279529937,0.0219256434699715,-0.20415738678544915,78.07,-0.7832423997052632,-0.48345354568470833,-0.01798742138364784,0.0020536516493390167,148.83,0.2598572625114991,0.8188609581296146,0.04033272752691186,0.061706377514624045,,,,,,,,,,,,,,,,0.8743882544861339,1.1435562805872757,6.367862969004894,,,,,UnknownOrMixed
2024-07-05,12.48,-0.13417101436261353,-0.5999400819997052,0.003215434083601254,0.02127659574468077,14.35,-0.5189910143273941,-0.650421385462925,-0.011707988980716233,-0.004163775156141636,10.81,-0.44032156479083934,-0.7758997927826233,0.025616698292220352,-0.12327656123276554,78.8,-0.586849369640063,-0.3560430717174797,-0.008555611474584834,0.028049575994781417,150.2,0.4332896560458413,0.9755235195816132,0.059313068622610876,0.07585416517441423,,,,,,,,,,,,,,,,0.8661858974358975,1.1498397435897436,6.314102564102564,,,,,UnknownOrMixed
2024-07-08,12.37,-0.35451819920719413,-0.6471220598342717,0.01227495908346965,-0.029042386185243352,14.29,-0.6198303105136814,-0.6858077653305733,0.007047216349541863,-0.021232876712328763,11.05,-0.025686842216097003,-0.6756694973060499,0.010978956999085243,-0.1400778210116731,78.59,-0.653619429659691,-0.370658832068427,0.03339907955292576,-0.004811953906546762,148.53,0.05243688736091578,0.7309047411528002,0.01858455630229061,0.04923707261938404,,,,,,,,,,,,,,,,0.8932902182700082,1.1552142279708972,6.353274050121262,,,,,Bear
2024-07-09,12.51,0.02324803461990428,-0.5478165654496921,0.03990024937655856,-0.026459143968871612,14.39,-0.36785192957236135,-0.5918441635901373,0.02712348322626701,-0.0069013112491372874,11.11,0.2444106471793681,-0.6337936332070845,0.048113207547169745,-0.1367521367521367,78.58,-0.6259448663256649,-0.3445477590808378,0.019724889696340453,-0.017135709818636657,151.09,0.49927102797786854,1.0332685253140643,0.026705626528948034,0.04416033172080169,,,,,,,,,,,,,,,,0.8880895283772982,1.1502797761790569,6.281374900079936,,,,,Bear
