label,split_role,market_family,source_owner,symbol,timeframe,timestamp_or_date,source_row_id,source_confidence
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,DIS,1d,2000-01-25,stock_market_regimes_2000_2026:521:DIS:2000-01-25:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,GE,1d,2000-01-25,stock_market_regimes_2000_2026:522:GE:2000-01-25:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,GS,1d,2000-01-25,stock_market_regimes_2000_2026:523:GS:2000-01-25:Sideways,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,INTC,1d,2000-01-25,stock_market_regimes_2000_2026:525:INTC:2000-01-25:Bull,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,JPM,1d,2000-01-25,stock_market_regimes_2000_2026:527:JPM:2000-01-25:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,MCD,1d,2000-01-25,stock_market_regimes_2000_2026:528:MCD:2000-01-25:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,MS,1d,2000-01-25,stock_market_regimes_2000_2026:529:MS:2000-01-25:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,NKE,1d,2000-01-25,stock_market_regimes_2000_2026:531:NKE:2000-01-25:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,NVDA,1d,2000-01-25,stock_market_regimes_2000_2026:532:NVDA:2000-01-25:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,PFE,1d,2000-01-25,stock_market_regimes_2000_2026:533:PFE:2000-01-25:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,SBUX,1d,2000-01-25,stock_market_regimes_2000_2026:534:SBUX:2000-01-25:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,TMO,1d,2000-01-25,stock_market_regimes_2000_2026:536:TMO:2000-01-25:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,VZ,1d,2000-01-25,stock_market_regimes_2000_2026:538:VZ:2000-01-25:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,WFC,1d,2000-01-25,stock_market_regimes_2000_2026:539:WFC:2000-01-25:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,XOM,1d,2000-01-25,stock_market_regimes_2000_2026:541:XOM:2000-01-25:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^DJI,1d,2000-01-25,stock_market_regimes_2000_2026:542:^DJI:2000-01-25:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-01-25,stock_market_regimes_2000_2026:543:^GSPC:2000-01-25:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^IXIC,1d,2000-01-25,stock_market_regimes_2000_2026:544:^IXIC:2000-01-25:Sideways,1.0000000000
Bull,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^RUT,1d,2000-01-25,stock_market_regimes_2000_2026:545:^RUT:2000-01-25:Bull,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,AAPL,1d,2000-01-26,stock_market_regimes_2000_2026:546:AAPL:2000-01-26:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,AMD,1d,2000-01-26,stock_market_regimes_2000_2026:547:AMD:2000-01-26:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,BA,1d,2000-01-26,stock_market_regimes_2000_2026:549:BA:2000-01-26:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,BAC,1d,2000-01-26,stock_market_regimes_2000_2026:550:BAC:2000-01-26:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,COP,1d,2000-01-26,stock_market_regimes_2000_2026:552:COP:2000-01-26:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,CSCO,1d,2000-01-26,stock_market_regimes_2000_2026:553:CSCO:2000-01-26:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,CVX,1d,2000-01-26,stock_market_regimes_2000_2026:554:CVX:2000-01-26:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,DIS,1d,2000-01-26,stock_market_regimes_2000_2026:555:DIS:2000-01-26:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,GE,1d,2000-01-26,stock_market_regimes_2000_2026:556:GE:2000-01-26:Sideways,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,GS,1d,2000-01-26,stock_market_regimes_2000_2026:557:GS:2000-01-26:Bull,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,INTC,1d,2000-01-26,stock_market_regimes_2000_2026:559:INTC:2000-01-26:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,JPM,1d,2000-01-26,stock_market_regimes_2000_2026:561:JPM:2000-01-26:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,MS,1d,2000-01-26,stock_market_regimes_2000_2026:563:MS:2000-01-26:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,NKE,1d,2000-01-26,stock_market_regimes_2000_2026:565:NKE:2000-01-26:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,PFE,1d,2000-01-26,stock_market_regimes_2000_2026:567:PFE:2000-01-26:Sideways,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,SBUX,1d,2000-01-26,stock_market_regimes_2000_2026:568:SBUX:2000-01-26:Bull,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,TMO,1d,2000-01-26,stock_market_regimes_2000_2026:570:TMO:2000-01-26:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,VZ,1d,2000-01-26,stock_market_regimes_2000_2026:572:VZ:2000-01-26:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,WFC,1d,2000-01-26,stock_market_regimes_2000_2026:573:WFC:2000-01-26:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,WMT,1d,2000-01-26,stock_market_regimes_2000_2026:574:WMT:2000-01-26:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,XOM,1d,2000-01-26,stock_market_regimes_2000_2026:575:XOM:2000-01-26:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^DJI,1d,2000-01-26,stock_market_regimes_2000_2026:576:^DJI:2000-01-26:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-01-26,stock_market_regimes_2000_2026:577:^GSPC:2000-01-26:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^IXIC,1d,2000-01-26,stock_market_regimes_2000_2026:578:^IXIC:2000-01-26:Sideways,1.0000000000
Bull,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^RUT,1d,2000-01-26,stock_market_regimes_2000_2026:579:^RUT:2000-01-26:Bull,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,AAPL,1d,2000-01-27,stock_market_regimes_2000_2026:580:AAPL:2000-01-27:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,AMD,1d,2000-01-27,stock_market_regimes_2000_2026:581:AMD:2000-01-27:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,BA,1d,2000-01-27,stock_market_regimes_2000_2026:583:BA:2000-01-27:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,BAC,1d,2000-01-27,stock_market_regimes_2000_2026:584:BAC:2000-01-27:Sideways,1.0000000000
Bear,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,CAT,1d,2000-01-27,stock_market_regimes_2000_2026:585:CAT:2000-01-27:Bear,1.0000000000
Bear,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,COP,1d,2000-01-27,stock_market_regimes_2000_2026:586:COP:2000-01-27:Bear,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,CSCO,1d,2000-01-27,stock_market_regimes_2000_2026:587:CSCO:2000-01-27:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,CVX,1d,2000-01-27,stock_market_regimes_2000_2026:588:CVX:2000-01-27:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,DIS,1d,2000-01-27,stock_market_regimes_2000_2026:589:DIS:2000-01-27:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,GE,1d,2000-01-27,stock_market_regimes_2000_2026:590:GE:2000-01-27:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,GS,1d,2000-01-27,stock_market_regimes_2000_2026:591:GS:2000-01-27:Sideways,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,INTC,1d,2000-01-27,stock_market_regimes_2000_2026:593:INTC:2000-01-27:Bull,1.0000000000
Bear,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,JNJ,1d,2000-01-27,stock_market_regimes_2000_2026:594:JNJ:2000-01-27:Bear,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,JPM,1d,2000-01-27,stock_market_regimes_2000_2026:595:JPM:2000-01-27:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,MS,1d,2000-01-27,stock_market_regimes_2000_2026:597:MS:2000-01-27:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,PFE,1d,2000-01-27,stock_market_regimes_2000_2026:601:PFE:2000-01-27:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,SBUX,1d,2000-01-27,stock_market_regimes_2000_2026:602:SBUX:2000-01-27:Sideways,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,TMO,1d,2000-01-27,stock_market_regimes_2000_2026:604:TMO:2000-01-27:Bull,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,VZ,1d,2000-01-27,stock_market_regimes_2000_2026:606:VZ:2000-01-27:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,WFC,1d,2000-01-27,stock_market_regimes_2000_2026:607:WFC:2000-01-27:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,XOM,1d,2000-01-27,stock_market_regimes_2000_2026:609:XOM:2000-01-27:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^DJI,1d,2000-01-27,stock_market_regimes_2000_2026:610:^DJI:2000-01-27:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-01-27,stock_market_regimes_2000_2026:611:^GSPC:2000-01-27:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^IXIC,1d,2000-01-27,stock_market_regimes_2000_2026:612:^IXIC:2000-01-27:Sideways,1.0000000000
Bull,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^RUT,1d,2000-01-27,stock_market_regimes_2000_2026:613:^RUT:2000-01-27:Bull,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,BA,1d,2000-01-28,stock_market_regimes_2000_2026:617:BA:2000-01-28:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,BAC,1d,2000-01-28,stock_market_regimes_2000_2026:618:BAC:2000-01-28:Sideways,1.0000000000
Bear,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,CAT,1d,2000-01-28,stock_market_regimes_2000_2026:619:CAT:2000-01-28:Bear,1.0000000000
Bear,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,COP,1d,2000-01-28,stock_market_regimes_2000_2026:620:COP:2000-01-28:Bear,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,CSCO,1d,2000-01-28,stock_market_regimes_2000_2026:621:CSCO:2000-01-28:Sideways,1.0000000000
Bear,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,CVX,1d,2000-01-28,stock_market_regimes_2000_2026:622:CVX:2000-01-28:Bear,1.0000000000
