run_id,recipe_id,pair,open_date,close_date,profit_ratio,net_return_R,win,exit_reason,trade_duration_min,parent_regime_root,parent_regime_confidence_floor,root_lookup_status,regime_profit_branch_path,regime_profit_branch_path_version,source_ticker,allowed_action,suppression_rule
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2011-07-01T15:00:00+00:00,2011-07-04T06:00:00+00:00,0.0065471718364280345,0.0065471718364280345,True,exit_signal,3780.0,Bull,0.444,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2011-07-04T14:00:00+00:00,2011-07-07T12:00:00+00:00,0.010543986400339992,0.010543986400339992,True,trailing_stop_loss,4200.0,Bull,0.444,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2011-07-07T15:00:00+00:00,2011-07-10T23:00:00+00:00,-0.004178418468609631,-0.004178418468609631,False,exit_signal,4800.0,Bull,0.6,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2011-07-13T15:00:00+00:00,2011-07-13T22:00:00+00:00,-0.018183740353102867,-0.018183740353102867,False,exit_signal,420.0,Bull,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2011-07-21T15:00:00+00:00,2011-07-24T23:00:00+00:00,-0.0028119141845448863,-0.0028119141845448863,False,exit_signal,4800.0,Bull,0.5,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2011-08-29T14:00:00+00:00,2011-08-30T06:00:00+00:00,0.006014145562400183,0.006014145562400183,True,trailing_stop_loss,960.0,Bear,0.385,source_ticker_asof_daily,Bear -> BearMarketDrawdown -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2011-08-30T16:00:00+00:00,2011-08-31T14:00:00+00:00,0.008053811659192825,0.008053811659192825,True,trailing_stop_loss,1320.0,Crisis,0.417,source_ticker_asof_daily,Crisis -> ExtremeStress -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2011-09-08T15:00:00+00:00,2011-09-09T08:00:00+00:00,-0.019997759103641457,-0.019997759103641457,False,stop_loss,1020.0,Bear,0.3,source_ticker_asof_daily,Bear -> BearMarketDrawdown -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2011-09-16T14:00:00+00:00,2011-09-18T23:00:00+00:00,-0.004718533962471195,-0.004718533962471195,False,exit_signal,3420.0,Crisis,0.333,source_ticker_asof_daily,Crisis -> ExtremeStress -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2011-10-10T14:00:00+00:00,2011-10-10T19:00:00+00:00,0.005011175681716585,0.005011175681716585,True,trailing_stop_loss,300.0,Sideways,0.375,source_ticker_asof_daily,Sideways -> RangeConsolidation -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2011-10-11T15:00:00+00:00,2011-10-12T13:00:00+00:00,0.008233871854049895,0.008233871854049895,True,trailing_stop_loss,1320.0,Sideways,0.375,source_ticker_asof_daily,Sideways -> RangeConsolidation -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2011-10-14T14:00:00+00:00,2011-10-17T10:00:00+00:00,0.008916408668730651,0.008916408668730651,True,trailing_stop_loss,4080.0,Sideways,0.375,source_ticker_asof_daily,Sideways -> RangeConsolidation -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2011-10-21T14:00:00+00:00,2011-10-23T23:00:00+00:00,-0.0029129355917574713,-0.0029129355917574713,False,exit_signal,3420.0,Bull,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2011-10-24T14:00:00+00:00,2011-10-24T15:00:00+00:00,0.00723927692801369,0.00723927692801369,True,trailing_stop_loss,60.0,Bull,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2011-10-24T16:00:00+00:00,2011-10-25T16:00:00+00:00,-0.011321553274785737,-0.011321553274785737,False,exit_signal,1440.0,Bull,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2011-12-01T15:00:00+00:00,2011-12-02T07:00:00+00:00,0.005844410546960122,0.005844410546960122,True,trailing_stop_loss,960.0,Sideways,0.375,source_ticker_asof_daily,Sideways -> RangeConsolidation -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2011-12-27T15:00:00+00:00,2011-12-28T15:00:00+00:00,-0.007477457664394106,-0.007477457664394106,False,exit_signal,1440.0,Sideways,0.375,source_ticker_asof_daily,Sideways -> RangeConsolidation -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2012-01-10T15:00:00+00:00,2012-01-16T00:00:00+00:00,-0.0010615711252653928,-0.0010615711252653928,False,exit_signal,7740.0,Crisis,0.375,source_ticker_asof_daily,Crisis -> ExtremeStress -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2012-01-16T16:00:00+00:00,2012-01-18T10:00:00+00:00,0.006906627143764556,0.006906627143764556,True,trailing_stop_loss,2520.0,Bull,0.444,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2012-01-18T16:00:00+00:00,2012-01-19T07:00:00+00:00,0.004990065878908293,0.004990065878908293,True,trailing_stop_loss,900.0,Bull,0.444,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2012-01-19T15:00:00+00:00,2012-01-23T00:00:00+00:00,-0.0036164496796858856,-0.0036164496796858856,False,exit_signal,4860.0,Bull,0.444,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2012-01-23T15:00:00+00:00,2012-01-26T15:00:00+00:00,0.007499227838978688,0.007499227838978688,True,trailing_stop_loss,4320.0,Bull,0.444,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2012-02-02T16:00:00+00:00,2012-02-05T23:00:00+00:00,0.007633249370277079,0.007633249370277079,True,trailing_stop_loss,4740.0,Bull,0.444,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2012-02-21T16:00:00+00:00,2012-02-21T20:00:00+00:00,-0.008327684709983539,-0.008327684709983539,False,exit_signal,240.0,Bull,0.6,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2012-02-28T15:00:00+00:00,2012-03-02T12:00:00+00:00,0.005505855250527932,0.005505855250527932,True,trailing_stop_loss,4140.0,Bull,0.5,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2012-03-13T15:00:00+00:00,2012-03-13T19:00:00+00:00,0.006391674550614949,0.006391674550614949,True,trailing_stop_loss,240.0,Bull,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2012-03-14T14:00:00+00:00,2012-03-19T09:00:00+00:00,0.00046628741956542013,0.00046628741956542013,True,exit_signal,6900.0,Bull,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2012-03-19T16:00:00+00:00,2012-03-22T03:00:00+00:00,0.0020351526364477336,0.0020351526364477336,True,exit_signal,3540.0,Bull,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2012-03-26T15:00:00+00:00,2012-03-27T11:00:00+00:00,0.007751739289637496,0.007751739289637496,True,trailing_stop_loss,1200.0,Bull,0.6,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2012-04-02T16:00:00+00:00,2012-04-04T09:00:00+00:00,-0.005809203957520196,-0.005809203957520196,False,exit_signal,2460.0,Bull,0.6,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2012-04-05T16:00:00+00:00,2012-04-06T13:00:00+00:00,-0.011059318161045608,-0.011059318161045608,False,exit_signal,1260.0,Bull,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2012-04-27T16:00:00+00:00,2012-04-30T08:00:00+00:00,-0.00018416206261510129,-0.00018416206261510129,False,exit_signal,3840.0,Sideways,0.333,source_ticker_asof_daily,Sideways -> RangeConsolidation -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2012-05-01T15:00:00+00:00,2012-05-02T13:00:00+00:00,-0.014696426931202352,-0.014696426931202352,False,exit_signal,1320.0,Sideways,0.333,source_ticker_asof_daily,Sideways -> RangeConsolidation -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2012-06-13T15:00:00+00:00,2012-06-13T20:00:00+00:00,-0.011392906677234001,-0.011392906677234001,False,exit_signal,300.0,Sideways,0.5,source_ticker_asof_daily,Sideways -> RangeConsolidation -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2012-06-15T15:00:00+00:00,2012-06-17T22:00:00+00:00,0.008102970297029704,0.008102970297029704,True,trailing_stop_loss,3300.0,Sideways,0.375,source_ticker_asof_daily,Sideways -> RangeConsolidation -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2012-06-19T14:00:00+00:00,2012-06-21T16:00:00+00:00,-0.009188509527033562,-0.009188509527033562,False,exit_signal,3000.0,Bull,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2012-07-03T15:00:00+00:00,2012-07-05T04:00:00+00:00,0.0006723657669772356,0.0006723657669772356,True,exit_signal,2220.0,Bull,0.5,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2012-07-10T14:00:00+00:00,2012-07-10T19:00:00+00:00,-0.017943276094925718,-0.017943276094925718,False,exit_signal,300.0,Bull,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2012-07-19T14:00:00+00:00,2012-07-20T16:00:00+00:00,-0.006209993312314894,-0.006209993312314894,False,exit_signal,1560.0,Bull,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2012-07-30T14:00:00+00:00,2012-08-02T12:00:00+00:00,-0.02,-0.02,False,stop_loss,4200.0,Bull,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2012-08-03T14:00:00+00:00,2012-08-05T23:00:00+00:00,0.0013253810470510272,0.0013253810470510272,True,exit_signal,3420.0,Bull,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2012-08-06T14:00:00+00:00,2012-08-07T15:00:00+00:00,0.007822406170633053,0.007822406170633053,True,trailing_stop_loss,1500.0,Bull,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2012-08-07T16:00:00+00:00,2012-08-12T23:00:00+00:00,0.001114930781380656,0.001114930781380656,True,exit_signal,7620.0,Bull,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2012-08-16T15:00:00+00:00,2012-08-20T14:00:00+00:00,0.005409370129274778,0.005409370129274778,True,exit_signal,5700.0,Bull,0.444,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
20260511T183756+0800-codex-board-b-tomac-nq-branch-rc-spa-v1,TomacNQ_KillzoneBreakout,NQ/USD,2012-08-21T14:00:00+00:00,2012-08-21T18:00:00+00:00,-0.009841986455981942,-0.009841986455981942,False,exit_signal,240.0,Bull,0.6,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacKillzoneBreakout -> TomacNQ_KillzoneBreakout,board-b/v1,^IXIC,research_only_until_rc_spa_and_variant_matrix_pass,suppress_if_branch_rc_spa_fails
