provider,symbol,timeframe,attempted,status,reason,rows,first_ts,last_ts,raw_csv,raw_committed,label_status,accepted_for_confidence,runtime_code_changed,thresholds_relaxed,trade_usable,returncode,stdout,stderr
ibkr,DJI,1w,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,DJI,1mo,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,GLD,1m,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,GLD,5m,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,GLD,15m,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,GLD,30m,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,GLD,1h,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,GLD,4h,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,GLD,1d,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,GLD,1w,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,GLD,1mo,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,NDX,1m,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,NDX,5m,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,NDX,15m,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,NDX,30m,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,NDX,1h,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,NDX,4h,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,NDX,1d,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,NDX,1w,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,NDX,1mo,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,QQQ,1m,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,QQQ,5m,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,QQQ,15m,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,QQQ,30m,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,QQQ,4h,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,QQQ,1d,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,QQQ,1w,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,QQQ,1mo,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,SPX,1m,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,SPX,5m,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,SPX,15m,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,SPX,30m,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,SPX,1h,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,SPX,4h,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,SPX,1d,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,SPX,1w,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,SPX,1mo,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,SPY,1m,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,SPY,5m,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,SPY,15m,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,SPY,30m,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,SPY,1h,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,SPY,4h,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
ibkr,SPY,1d,False,not_attempted_after_operator_fetch_blocker,"fetch_failed:returncode=1: connection failed: ConnectionRefusedError(61, ""Connect call failed ('127.0.0.1', 7497)"")
Make sure API port on TWS/IBG is open
Cannot reach IBKR Gateway at 127.0.0.1:7497 (clientId=21). Is IB Gateway / TWS running and API enabled? Underlying error: [Errno 61] Connect call failed ('127.0.0.1', 7497)",0,,,,False,missing_independent_root_labels,False,False,False,False,,,
