row_id,recipe_id,pair,open_date,close_date,open_session_date,source_regime_session_date,source_context_attachment_policy,parent_regime_root,parent_regime_confidence_floor,source_panel_mean_confidence,source_panel_ticker_count,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,trade_or_bar_horizon,allowed_action,suppression_rule,year_fold,profit_ratio_net,profit_abs,stake_amount,fee_open,fee_close,exit_reason,is_open
11,PerPairMR,AVAX/USDT,2021-08-27T00:00:00+00:00,2021-08-27T02:00:00+00:00,2021-08-27,2021-08-27,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6674230769230769,26,not_consumed_no_direct_event_rows,BullTrendContinuationOrPullback,PairConditionalBreakoutOrMeanReversion,per_pair_regime_gated_mr_breakout,PerPairMR,Bull -> BullTrendContinuationOrPullback -> PairConditionalBreakoutOrMeanReversion -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.08881728146006947,184.671872,2077.1564,0.001,0.001,exit_signal,False
12,PerPairMR,ETH/USDT,2021-08-30T19:00:00+00:00,2021-08-31T01:00:00+00:00,2021-08-30,2021-08-30,source_panel_previous_session_context_asof,Bull,0.9797225384,0.7034,25,not_consumed_no_direct_event_rows,BullTrendContinuationOrPullback,PairConditionalBreakoutOrMeanReversion,per_pair_regime_gated_mr_breakout,PerPairMR,Bull -> BullTrendContinuationOrPullback -> PairConditionalBreakoutOrMeanReversion -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,-0.034855777120561586,-73.75570524,2113.91136,0.001,0.001,exit_signal,False
13,PerPairMR,AVAX/USDT,2021-08-30T04:00:00+00:00,2021-08-31T08:00:00+00:00,2021-08-30,2021-08-30,source_panel_previous_session_context_asof,Bull,0.9797225384,0.7034,25,not_consumed_no_direct_event_rows,BullTrendContinuationOrPullback,PairConditionalBreakoutOrMeanReversion,per_pair_regime_gated_mr_breakout,PerPairMR,Bull -> BullTrendContinuationOrPullback -> PairConditionalBreakoutOrMeanReversion -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,-0.042773260308595996,-90.4989828,2113.6704,0.001,0.001,exit_signal,False
14,PerPairMR,AVAX/USDT,2021-08-31T18:00:00+00:00,2021-09-01T06:00:00+00:00,2021-08-31,2021-08-31,source_panel_previous_session_context_asof,Bull,0.9797225384,0.678375,24,not_consumed_no_direct_event_rows,BullTrendContinuationOrPullback,PairConditionalBreakoutOrMeanReversion,per_pair_regime_gated_mr_breakout,PerPairMR,Bull -> BullTrendContinuationOrPullback -> PairConditionalBreakoutOrMeanReversion -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.10931467310382513,227.74524,2081.31,0.001,0.001,exit_signal,False
15,PerPairMR,ETH/USDT,2021-09-01T17:00:00+00:00,2021-09-04T18:00:00+00:00,2021-09-01,2021-09-01,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6812,25,not_consumed_no_direct_event_rows,BullTrendContinuationOrPullback,PairConditionalBreakoutOrMeanReversion,per_pair_regime_gated_mr_breakout,PerPairMR,Bull -> BullTrendContinuationOrPullback -> PairConditionalBreakoutOrMeanReversion -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.03476577570535908,73.99778038,2126.339914,0.001,0.001,exit_signal,False
16,PerPairMR,BTC/USDT,2021-09-05T21:00:00+00:00,2021-09-07T09:00:00+00:00,2021-09-05,2021-09-03,source_panel_previous_session_context_asof,Bull,0.9797225384,0.646076923076923,26,not_consumed_no_direct_event_rows,BullTrendContinuationOrPullback,PairConditionalBreakoutOrMeanReversion,per_pair_regime_gated_mr_breakout,PerPairMR,Bull -> BullTrendContinuationOrPullback -> PairConditionalBreakoutOrMeanReversion -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,-0.010571309878710093,-22.65411631,2140.8401688,0.001,0.001,exit_signal,False
17,PerPairMR,AVAX/USDT,2021-09-07T07:00:00+00:00,2021-09-08T17:00:00+00:00,2021-09-07,2021-09-07,source_panel_previous_session_context_asof,Bull,0.9797225384,0.7136086956521739,23,not_consumed_no_direct_event_rows,BullTrendContinuationOrPullback,PairConditionalBreakoutOrMeanReversion,per_pair_regime_gated_mr_breakout,PerPairMR,Bull -> BullTrendContinuationOrPullback -> PairConditionalBreakoutOrMeanReversion -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,-0.15482898032931763,-331.8560595,2141.2305,0.001,0.001,exit_signal,False
18,PerPairMR,BNB/USDT,2021-09-07T10:00:00+00:00,2021-09-09T17:00:00+00:00,2021-09-07,2021-09-07,source_panel_previous_session_context_asof,Bull,0.9797225384,0.7136086956521739,23,not_consumed_no_direct_event_rows,BullTrendContinuationOrPullback,PairConditionalBreakoutOrMeanReversion,per_pair_regime_gated_mr_breakout,PerPairMR,Bull -> BullTrendContinuationOrPullback -> PairConditionalBreakoutOrMeanReversion -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,-0.09491469453032556,-202.977066,2136.3846,0.001,0.001,exit_signal,False
19,PerPairMR,SOL/USDT,2021-09-10T15:00:00+00:00,2021-09-11T01:00:00+00:00,2021-09-10,2021-09-10,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6254705882352941,17,not_consumed_no_direct_event_rows,BullTrendContinuationOrPullback,PairConditionalBreakoutOrMeanReversion,per_pair_regime_gated_mr_breakout,PerPairMR,Bull -> BullTrendContinuationOrPullback -> PairConditionalBreakoutOrMeanReversion -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.06508130018238428,132.295037,2030.735,0.001,0.001,exit_signal,False
20,PerPairMR,SOL/USDT,2021-09-13T01:00:00+00:00,2021-09-13T19:00:00+00:00,2021-09-13,2021-09-13,source_panel_previous_session_context_asof,Bull,0.9797225384,0.595,20,not_consumed_no_direct_event_rows,BullTrendContinuationOrPullback,PairConditionalBreakoutOrMeanReversion,per_pair_regime_gated_mr_breakout,PerPairMR,Bull -> BullTrendContinuationOrPullback -> PairConditionalBreakoutOrMeanReversion -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,-0.019544374809885266,-40.24176117,2056.93761,0.001,0.001,exit_signal,False
21,PerPairMR,AVAX/USDT,2021-09-13T04:00:00+00:00,2021-09-13T22:00:00+00:00,2021-09-13,2021-09-13,source_panel_previous_session_context_asof,Bull,0.9797225384,0.595,20,not_consumed_no_direct_event_rows,BullTrendContinuationOrPullback,PairConditionalBreakoutOrMeanReversion,per_pair_regime_gated_mr_breakout,PerPairMR,Bull -> BullTrendContinuationOrPullback -> PairConditionalBreakoutOrMeanReversion -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.04342645306500728,89.4213936,2057.0886,0.001,0.001,exit_signal,False
22,PerPairMR,SOL/USDT,2021-09-14T21:00:00+00:00,2021-09-15T01:00:00+00:00,2021-09-14,2021-09-14,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.6588235294117647,17,not_consumed_no_direct_event_rows,RangeMeanReversion,RsiOrBollingerExcursionByPair,per_pair_regime_gated_mr_breakout,PerPairMR,Sideways -> RangeMeanReversion -> RsiOrBollingerExcursionByPair -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_fold_depth_or_specificity_fails,2021,0.06428434497564414,132.98987205,2066.7087,0.001,0.001,exit_signal,False
23,PerPairMR,BTC/USDT,2021-09-15T16:00:00+00:00,2021-09-16T14:00:00+00:00,2021-09-15,2021-09-15,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6528333333333333,18,not_consumed_no_direct_event_rows,BullTrendContinuationOrPullback,PairConditionalBreakoutOrMeanReversion,per_pair_regime_gated_mr_breakout,PerPairMR,Bull -> BullTrendContinuationOrPullback -> PairConditionalBreakoutOrMeanReversion -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,-0.019137524202530398,-40.09109014,2092.8014866,0.001,0.001,exit_signal,False
24,PerPairMR,SOL/USDT,2021-09-16T21:00:00+00:00,2021-09-17T20:00:00+00:00,2021-09-16,2021-09-16,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6743333333333333,21,not_consumed_no_direct_event_rows,BullTrendContinuationOrPullback,PairConditionalBreakoutOrMeanReversion,per_pair_regime_gated_mr_breakout,PerPairMR,Bull -> BullTrendContinuationOrPullback -> PairConditionalBreakoutOrMeanReversion -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,-0.026444639778872858,-55.19701525,2085.18149,0.001,0.001,exit_signal,False
25,PerPairMR,SOL/USDT,2021-09-20T01:00:00+00:00,2021-09-20T18:00:00+00:00,2021-09-20,2021-09-20,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.6912499999999999,20,not_consumed_no_direct_event_rows,RangeMeanReversion,RsiOrBollingerExcursionByPair,per_pair_regime_gated_mr_breakout,PerPairMR,Sideways -> RangeMeanReversion -> RsiOrBollingerExcursionByPair -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_fold_depth_or_specificity_fails,2021,-0.03210667048156991,-66.66286092,2074.21896,0.001,0.001,exit_signal,False
26,PerPairMR,SOL/USDT,2021-09-21T00:00:00+00:00,2021-09-21T07:00:00+00:00,2021-09-21,2021-09-21,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.7130952380952381,21,not_consumed_no_direct_event_rows,RangeMeanReversion,RsiOrBollingerExcursionByPair,per_pair_regime_gated_mr_breakout,PerPairMR,Sideways -> RangeMeanReversion -> RsiOrBollingerExcursionByPair -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_fold_depth_or_specificity_fails,2021,0.0647509453715675,133.58441834,2060.98871,0.001,0.001,exit_signal,False
27,PerPairMR,AVAX/USDT,2021-09-20T03:00:00+00:00,2021-09-21T08:00:00+00:00,2021-09-20,2021-09-20,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.6912499999999999,20,not_consumed_no_direct_event_rows,RangeMeanReversion,RsiOrBollingerExcursionByPair,per_pair_regime_gated_mr_breakout,PerPairMR,Sideways -> RangeMeanReversion -> RsiOrBollingerExcursionByPair -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_fold_depth_or_specificity_fails,2021,-0.04964714405111243,-103.070971,2073.9965,0.001,0.001,exit_signal,False
28,PerPairMR,SOL/USDT,2021-09-21T18:00:00+00:00,2021-09-22T07:00:00+00:00,2021-09-21,2021-09-21,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.7130952380952381,21,not_consumed_no_direct_event_rows,RangeMeanReversion,RsiOrBollingerExcursionByPair,per_pair_regime_gated_mr_breakout,PerPairMR,Sideways -> RangeMeanReversion -> RsiOrBollingerExcursionByPair -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_fold_depth_or_specificity_fails,2021,0.009551530627557604,19.76337026,2067.06416,0.001,0.001,exit_signal,False
29,PerPairMR,BNB/USDT,2021-09-20T08:00:00+00:00,2021-09-22T16:00:00+00:00,2021-09-20,2021-09-20,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.6912499999999999,20,not_consumed_no_direct_event_rows,RangeMeanReversion,RsiOrBollingerExcursionByPair,per_pair_regime_gated_mr_breakout,PerPairMR,Sideways -> RangeMeanReversion -> RsiOrBollingerExcursionByPair -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_fold_depth_or_specificity_fails,2021,-0.034115805701363,-70.8337467,2074.1994,0.001,0.001,exit_signal,False
30,PerPairMR,SOL/USDT,2021-09-24T10:00:00+00:00,2021-09-24T21:00:00+00:00,2021-09-24,2021-09-24,source_panel_previous_session_context_asof,Bull,0.9797225384,0.588,18,not_consumed_no_direct_event_rows,BullTrendContinuationOrPullback,PairConditionalBreakoutOrMeanReversion,per_pair_regime_gated_mr_breakout,PerPairMR,Bull -> BullTrendContinuationOrPullback -> PairConditionalBreakoutOrMeanReversion -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.06100473276444061,125.60979589,2056.96027,0.001,0.001,exit_signal,False
31,PerPairMR,AVAX/USDT,2021-09-24T10:00:00+00:00,2021-09-24T21:00:00+00:00,2021-09-24,2021-09-24,source_panel_previous_session_context_asof,Bull,0.9797225384,0.588,18,not_consumed_no_direct_event_rows,BullTrendContinuationOrPullback,PairConditionalBreakoutOrMeanReversion,per_pair_regime_gated_mr_breakout,PerPairMR,Bull -> BullTrendContinuationOrPullback -> PairConditionalBreakoutOrMeanReversion -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.07647687010446438,157.4476668,2056.7052,0.001,0.001,exit_signal,False
32,PerPairMR,SOL/USDT,2021-09-26T01:00:00+00:00,2021-09-26T10:00:00+00:00,2021-09-26,2021-09-24,source_panel_previous_session_context_asof,Bull,0.9797225384,0.588,18,not_consumed_no_direct_event_rows,BullTrendContinuationOrPullback,PairConditionalBreakoutOrMeanReversion,per_pair_regime_gated_mr_breakout,PerPairMR,Bull -> BullTrendContinuationOrPullback -> PairConditionalBreakoutOrMeanReversion -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.015542502304213099,32.87466567,2113.03323,0.001,0.001,exit_signal,False
33,PerPairMR,AVAX/USDT,2021-09-26T01:00:00+00:00,2021-09-26T10:00:00+00:00,2021-09-26,2021-09-24,source_panel_previous_session_context_asof,Bull,0.9797225384,0.588,18,not_consumed_no_direct_event_rows,BullTrendContinuationOrPullback,PairConditionalBreakoutOrMeanReversion,per_pair_regime_gated_mr_breakout,PerPairMR,Bull -> BullTrendContinuationOrPullback -> PairConditionalBreakoutOrMeanReversion -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.015984015984015984,33.800832,2112.552,0.001,0.001,exit_signal,False
34,PerPairMR,BNB/USDT,2021-09-24T10:00:00+00:00,2021-09-26T16:00:00+00:00,2021-09-24,2021-09-24,source_panel_previous_session_context_asof,Bull,0.9797225384,0.588,18,not_consumed_no_direct_event_rows,BullTrendContinuationOrPullback,PairConditionalBreakoutOrMeanReversion,per_pair_regime_gated_mr_breakout,PerPairMR,Bull -> BullTrendContinuationOrPullback -> PairConditionalBreakoutOrMeanReversion -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.005186003170454653,10.6767738,2056.7106,0.001,0.001,exit_signal,False
35,PerPairMR,SOL/USDT,2021-09-28T16:00:00+00:00,2021-09-28T22:00:00+00:00,2021-09-28,2021-09-28,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.7071428571428572,14,not_consumed_no_direct_event_rows,RangeMeanReversion,RsiOrBollingerExcursionByPair,per_pair_regime_gated_mr_breakout,PerPairMR,Sideways -> RangeMeanReversion -> RsiOrBollingerExcursionByPair -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_fold_depth_or_specificity_fails,2021,0.02563285322699388,54.61039203,2128.35597,0.001,0.001,exit_signal,False
36,PerPairMR,AVAX/USDT,2021-09-28T16:00:00+00:00,2021-09-29T04:00:00+00:00,2021-09-28,2021-09-28,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.7071428571428572,14,not_consumed_no_direct_event_rows,RangeMeanReversion,RsiOrBollingerExcursionByPair,per_pair_regime_gated_mr_breakout,PerPairMR,Sideways -> RangeMeanReversion -> RsiOrBollingerExcursionByPair -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_fold_depth_or_specificity_fails,2021,0.013319804705865787,28.3744956,2128.1205,0.001,0.001,exit_signal,False
37,PerPairMR,AVAX/USDT,2021-10-04T03:00:00+00:00,2021-10-04T18:00:00+00:00,2021-10-04,2021-10-04,source_panel_previous_session_context_asof,Bear,0.963920242,0.5648235294117647,17,not_consumed_no_direct_event_rows,BearMarketDefensiveReversion,PairConditionalOversoldOrTrendFilter,per_pair_regime_gated_mr_breakout,PerPairMR,Bear -> BearMarketDefensiveReversion -> PairConditionalOversoldOrTrendFilter -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_cost_stress_or_tail_loss_fails,2021,0.0003913488875332359,0.8401162,2144.5747,0.001,0.001,exit_signal,False
38,PerPairMR,AVAX/USDT,2021-10-04T23:00:00+00:00,2021-10-05T08:00:00+00:00,2021-10-04,2021-10-04,source_panel_previous_session_context_asof,Bear,0.963920242,0.5648235294117647,17,not_consumed_no_direct_event_rows,BearMarketDefensiveReversion,PairConditionalOversoldOrTrendFilter,per_pair_regime_gated_mr_breakout,PerPairMR,Bear -> BearMarketDefensiveReversion -> PairConditionalOversoldOrTrendFilter -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_cost_stress_or_tail_loss_fails,2021,0.020289883813457015,43.557296,2144.6048,0.001,0.001,exit_signal,False
39,PerPairMR,AVAX/USDT,2021-10-05T15:00:00+00:00,2021-10-05T22:00:00+00:00,2021-10-05,2021-10-05,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.7339285714285715,14,not_consumed_no_direct_event_rows,RangeMeanReversion,RsiOrBollingerExcursionByPair,per_pair_regime_gated_mr_breakout,PerPairMR,Sideways -> RangeMeanReversion -> RsiOrBollingerExcursionByPair -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_fold_depth_or_specificity_fails,2021,0.018582573495868296,40.0538024,2153.2964,0.001,0.001,exit_signal,False
40,PerPairMR,ETH/USDT,2021-10-05T21:00:00+00:00,2021-10-06T09:00:00+00:00,2021-10-05,2021-10-05,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.7339285714285715,14,not_consumed_no_direct_event_rows,RangeMeanReversion,RsiOrBollingerExcursionByPair,per_pair_regime_gated_mr_breakout,PerPairMR,Sideways -> RangeMeanReversion -> RsiOrBollingerExcursionByPair -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_fold_depth_or_specificity_fails,2021,-0.04312280094755927,-92.95359905,2153.40229,0.001,0.001,exit_signal,False
41,PerPairMR,BNB/USDT,2021-10-06T10:00:00+00:00,2021-10-06T14:00:00+00:00,2021-10-06,2021-10-06,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.778125,16,not_consumed_no_direct_event_rows,RangeMeanReversion,RsiOrBollingerExcursionByPair,per_pair_regime_gated_mr_breakout,PerPairMR,Sideways -> RangeMeanReversion -> RsiOrBollingerExcursionByPair -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_fold_depth_or_specificity_fails,2021,0.04066795397103493,87.2347746,2142.9066,0.001,0.001,exit_signal,False
42,PerPairMR,SOL/USDT,2021-10-06T04:00:00+00:00,2021-10-06T15:00:00+00:00,2021-10-06,2021-10-06,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.778125,16,not_consumed_no_direct_event_rows,RangeMeanReversion,RsiOrBollingerExcursionByPair,per_pair_regime_gated_mr_breakout,PerPairMR,Sideways -> RangeMeanReversion -> RsiOrBollingerExcursionByPair -> PerPairMR,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_fold_depth_or_specificity_fails,2021,0.011838566599265512,25.61494276,2161.52464,0.001,0.001,exit_signal,False
