path,size_bytes,mtime_epoch,inside_required_root
/private/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/third-party-licenses.json,471831,1778536049,False
/private/tmp/ict-engine-uv-cache-autoquant-local-readonly/archive-v0/102UHhSmZFIt8K702fjel/jedi-0.19.2.dist-info/LICENSE.txt,1241,1778535952,False
/private/tmp/ict-engine-uv-cache-autoquant-local-readonly/archive-v0/KkDM7EcFaUrzuc1zrkSQA/schedule-1.2.2.dist-info/LICENSE.txt,1099,1778535924,False
/private/tmp/ict-engine-uv-cache-autoquant-local-readonly/archive-v0/Pj4Jt2GkOp-WmRhhDvGfX/pure_eval-0.2.3.dist-info/LICENSE.txt,1066,1778535925,False
/private/tmp/ict-engine-uv-cache-autoquant-local-readonly/archive-v0/ROKhKJZ-bWwpWu6nFEckZ/executing-2.2.1.dist-info/LICENSE.txt,1066,1778535921,False
/private/tmp/ict-engine-uv-cache-autoquant-local-readonly/archive-v0/TZxQVWJMQIQ-ymkrJvTwU/pytz-2026.1.post1.dist-info/LICENSE.txt,1088,1778535921,False
/private/tmp/ict-engine-uv-cache-autoquant-local-readonly/archive-v0/g1pPTnthyEIVm4ex0jZyo/stack_data-0.6.3.dist-info/LICENSE.txt,1066,1778535922,False
/private/tmp/ict-engine-uv-cache-autoquant-local-readonly/archive-v0/qTOnUZF3gzD9VfXqFMBlj/decorator-5.2.1.dist-info/LICENSE.txt,1308,1778535926,False
/private/tmp/ict-engine-uv-cache-extra-trees/archive-v0/JbUafKH2JXkSVntJKQ4dd/scipy-1.17.1.dist-info/LICENSE.txt,46841,1778533193,False
/private/tmp/ict-engine-uv-cache-extra-trees-light/archive-v0/IFRo7NY9iCEhjLbEU_fMb/scipy-1.17.1.dist-info/LICENSE.txt,46841,1778533634,False
/private/tmp/ict-engine-uv-cache-hgb-screen/archive-v0/Onk5zL5ivDHHd8T-wDzxc/scipy-1.17.1.dist-info/LICENSE.txt,46841,1778534418,False
/private/tmp/ict-engine-uv-cache-numeric-tree/archive-v0/6rAvSr30xfMPInwGTk8y6/scipy-1.17.1.dist-info/LICENSE.txt,46841,1778534784,False
/private/tmp/ict-engine-uv-cache-numeric-tree-rerun/archive-v0/ZEr8a17sFFaP3_bR-wDE8/scipy-1.17.1.dist-info/LICENSE.txt,46841,1778535040,False
/private/tmp/ict-engine-uv-cache-probe/archive-v0/S_wHTTjexpiFVrPegpHN1/scipy-1.17.1.dist-info/LICENSE.txt,46841,1778530883,False
/Users/thrill3r/Downloads/bypass-paywalls-chrome-clean-master/LICENSE.txt,1091,1606038362,False
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/docs/COMMERCIAL_LICENSE.md,2272,1777163937,False
/Users/thrill3r/Downloads/repo-intake/Awesome-finance-skills/skills/skill-creator/license.txt,11358,1775887029,False
/Users/thrill3r/Downloads/repo-intake/Vibe-Skills/THIRD_PARTY_LICENSES.md,5849,1776334144,False
/Users/thrill3r/Downloads/repo-intake/Vibe-Skills/third_party/licenses/README.md,283,1776334145,False
/Users/thrill3r/Downloads/repo-intake/cognee/licenses/README.md,225,1776593526,False
