provider,symbol,timeframe,data_status,any_existing_packet_overlap,matched_roots,full_main_roots_attached,bull_source_status,bear_source_status,sideways_source_status,crisis_source_status,manipulation_overlay_status,unsupported_reason
yfinance,^GSPC,5m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,^NDX,5m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,^VIX,5m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,CL=F,15m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,DIA,15m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,ES=F,15m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,GC=F,15m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,GLD,15m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,NQ=F,15m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,QQQ,15m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,SPY,15m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,USO,15m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,YM=F,15m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,^DJI,15m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,^GSPC,15m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,^NDX,15m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,^VIX,15m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,CL=F,30m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,DIA,30m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,ES=F,30m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,GC=F,30m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,GLD,30m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,NQ=F,30m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,QQQ,30m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,SPY,30m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,USO,30m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,YM=F,30m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,^DJI,30m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,^GSPC,30m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,^NDX,30m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,^VIX,30m,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,CL=F,1h,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,DIA,1h,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,ES=F,1h,ok,True,Crisis,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,existing_packet_overlap,not_applicable_to_bar_ohlcv_cell,no cell has all four MainRegimeV2 root labels attached from existing accepted packets
yfinance,GC=F,1h,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,GLD,1h,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,NQ=F,1h,ok,True,Crisis,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,existing_packet_overlap,not_applicable_to_bar_ohlcv_cell,no cell has all four MainRegimeV2 root labels attached from existing accepted packets
yfinance,QQQ,1h,ok,True,Crisis,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,existing_packet_overlap,not_applicable_to_bar_ohlcv_cell,no cell has all four MainRegimeV2 root labels attached from existing accepted packets
yfinance,SPY,1h,ok,True,Crisis,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,existing_packet_overlap,not_applicable_to_bar_ohlcv_cell,no cell has all four MainRegimeV2 root labels attached from existing accepted packets
yfinance,USO,1h,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,YM=F,1h,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,^DJI,1h,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,^GSPC,1h,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,^NDX,1h,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,^VIX,1h,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,CL=F,1d,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,DIA,1d,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,ES=F,1d,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,GC=F,1d,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,GLD,1d,ok,True,Sideways,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,existing_packet_overlap,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no cell has all four MainRegimeV2 root labels attached from existing accepted packets
yfinance,NQ=F,1d,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,QQQ,1d,ok,True,Bear;Sideways,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,existing_packet_overlap,existing_packet_overlap,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no cell has all four MainRegimeV2 root labels attached from existing accepted packets
yfinance,SPY,1d,ok,True,Bear;Sideways,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,existing_packet_overlap,existing_packet_overlap,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no cell has all four MainRegimeV2 root labels attached from existing accepted packets
yfinance,USO,1d,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
